system:index,priority_ranking,watershed_threshold,.geo
2_027c00000000000018ce,1,0.02,"{""type"":""Polygon"",""coordinates"":[[[-89.95085842111081,44.52441664603103],[-89.9496528207348,44.524361924525905],[-89.94864053738125,44.52445887397808],[-89.94863433920958,44.524458583676996],[-89.94862180037644,44.524458003009926],[-89.94860933278262,44.52445742237344],[-89.94860306336248,44.5244571320387],[-89.94859095197977,44.524452166829136],[-89.9480161556061,44.524287659554794],[-89.9473289961806,44.52425643693358],[-89.94729030970063,44.52468777585796],[-89.94728995347135,44.52469223228335],[-89.94728290013096,44.52470085469454],[-89.94728247265573,44.52470531108589],[-89.94727541931397,44.52471393349421],[-89.94727506308455,44.52471831803664],[-89.9472683659709,44.524722484020096],[-89.94707635780009,44.52490576211253],[-89.94720759317332,44.52533149490509],[-89.94923783694927,44.52542362711242],[-89.95045000445286,44.52533574591513],[-89.95045662977088,44.52533157976904],[-89.95046909676407,44.52533216019362],[-89.95047536587909,44.52533245042079],[-89.95048120755354,44.525337196991096],[-89.95085129718754,44.52540751062254],[-89.95085842111081,44.52441664603103]]]}"
2_027c00000000000018d1,1,0.02,"{""type"":""Polygon"",""coordinates"":[[[-89.95660393276881,44.52546748045819],[-89.95659766465602,44.52546719056745],[-89.95658555579885,44.52546222631],[-89.95657928768306,44.52546193641821],[-89.9565672500487,44.525456900305954],[-89.95656133807306,44.525452154031065],[-89.95655549732514,44.5254474796617],[-89.95654345968332,44.5254424435454],[-89.95653797507602,44.52543324091103],[-89.95653840244805,44.52542878455382],[-89.95653249046795,44.52542411015395],[-89.95652707708777,44.52541490754249],[-89.95652750445993,44.52541045118358],[-89.95652201985035,44.52540124854219],[-89.9564802798089,44.52488592653441],[-89.9560680054217,44.52486722415085],[-89.95605554024935,44.524866644330295],[-89.95604927204688,44.524866354405845],[-89.95603716301643,44.524861390026956],[-89.95602469783405,44.524860810202966],[-89.95601885700435,44.52485606386718],[-89.95601301617374,44.52485131753063],[-89.95600090713185,44.52484635314632],[-89.95599506629851,44.524841606807875],[-89.9559891542346,44.52483686044129],[-89.95598331339947,44.52483211410128],[-89.95597789994173,44.52482298322817],[-89.95597825609029,44.5248185267878],[-89.95587832067474,44.5246041408727],[-89.9558716250638,44.524608307369924],[-89.95586457330211,44.52461685844537],[-89.9558579489187,44.524621024968106],[-89.95585132453418,44.524625191490074],[-89.95584470014849,44.5246293580113],[-89.95583180752361,44.52463323459399],[-89.95582511190456,44.52463740108591],[-89.9558126466532,44.52463689311665],[-89.955806378411,44.524636603177505],[-89.95579348577321,44.52464047975527],[-89.95578102051158,44.524639899902034],[-89.9554811407096,44.52462627026094],[-89.95546867534637,44.524625762254104],[-89.95546283443191,44.52462101586624],[-89.95545029783204,44.52462043594908],[-89.95544410076127,44.52462014601768],[-89.95543199153963,44.52461510966821],[-89.95542615061959,44.52461043515799],[-89.95542030969865,44.5246056887664],[-89.95541439754608,44.524600942346325],[-89.95540855662335,44.52459619595318],[-89.95540271569973,44.52459144955926],[-89.95539730216,44.52458231861195],[-89.95539146123465,44.52457757221605],[-89.95539224477348,44.52456865931972],[-89.95538640384738,44.52456398480285],[-89.95538718738631,44.52455507190397],[-89.95538754354035,44.524550615440035],[-89.95539395431265,44.524479455998176],[-89.9551940089426,44.52447039290275],[-89.95518197087313,44.52446535653865],[-89.95517570252775,44.524465066563906],[-89.95516316583397,44.524464558494216],[-89.95515112775482,44.52445952212624],[-89.95514485940441,44.52445923214977],[-89.9551390184406,44.524454485728576],[-89.95512690912258,44.52444952120994],[-89.95512106815605,44.524444774786836],[-89.95511522718861,44.52444002836296],[-89.95510974237693,44.524430825463874],[-89.95510390140778,44.524426150918885],[-89.9551043287958,44.52442169447152],[-89.95509884398254,44.52441249156831],[-89.95509927137063,44.524408035119656],[-89.9551000549154,44.52439919407408],[-89.95510083846018,44.52439028114591],[-89.95510440002714,44.52435024484308],[-89.95499627070714,44.52436766951307],[-89.95496877532415,44.524674517571036],[-89.9549684191662,44.52467897402189],[-89.95496756438713,44.52468781498589],[-89.95496720822918,44.52469227143549],[-89.95496015630107,44.52470089432032],[-89.95495972891145,44.52470535074065],[-89.95495310437167,44.524709517203135],[-89.9546210211355,44.525056136189676],[-89.95461439653715,44.5250603026014],[-89.95460777193769,44.525064469012364],[-89.95460071994343,44.52507309180666],[-89.95458782690008,44.525076968212524],[-89.9545811310637,44.52508113459224],[-89.95456866540776,44.52508055461241],[-89.95456204080038,44.52508472101892],[-89.95454950390587,44.5250841410088],[-89.95454287929516,44.525088307413895],[-89.95453041362677,44.52508772742997],[-89.95352459890864,44.52504211150847],[-89.9535121329091,44.5250415314131],[-89.95350629169647,44.52503685684742],[-89.95349382569096,44.525036276749994],[-89.95348791324122,44.525031530274],[-89.95347544722975,44.525030950174504],[-89.95346960601154,44.525026203725936],[-89.95346376479243,44.52502152915657],[-89.95345165494514,44.525016492640695],[-89.95326452170079,44.52486510888991],[-89.95325903662427,44.52485590598558],[-89.9532531953731,44.524851231388524],[-89.95324735412102,44.524846484910476],[-89.95324813770367,44.52483757208003],[-89.95324229645082,44.52483282560034],[-89.95324308003357,44.524823984647604],[-89.95324350744234,44.52481952824501],[-89.95323802236281,44.52481032533074],[-89.95327584802516,44.52438789838621],[-89.9510529037045,44.52441651361401],[-89.95099847717329,44.526075040783184],[-89.95199801807169,44.526120387738395],[-89.95259754488816,44.52600915392299],[-89.95260381365516,44.526009444029455],[-89.95261670736586,44.52600556792422],[-89.95262297612972,44.526005858029656],[-89.9543468472863,44.52601705194317],[-89.95437911570554,44.52565688052426],[-89.95437989926506,44.525647967839795],[-89.95438068282454,44.525639055153626],[-89.95438730746328,44.52563488880683],[-89.95438816225528,44.52562604802552],[-89.9543947868927,44.525621881677125],[-89.954401411529,44.52561771532798],[-89.95440846355991,44.525609092646015],[-89.95441508819384,44.52560492629495],[-89.95442178405924,44.525600759971454],[-89.95442840869084,44.52559659361886],[-89.95443503332133,44.52559242726553],[-89.9544475702533,44.52559300728197],[-89.95445419488047,44.5255888409272],[-89.95446666057364,44.525589420913285],[-89.95447292903496,44.52558963904087],[-89.95448582211695,44.52558576269033],[-89.95449793163755,44.525590799035854],[-89.95547900379047,44.52570223742212],[-89.95587226613299,44.52565315242528],[-89.95587853436443,44.52565337047561],[-89.9558914269736,44.52564949397198],[-89.95590389219933,44.525650073800826],[-89.95590973304655,44.52565482006224],[-89.95592219826632,44.52565539988903],[-89.9559284664896,44.5256556898156],[-89.95594057555438,44.5256606541221],[-89.95594641639602,44.52566540038058],[-89.95595852545512,44.525670436563125],[-89.95596436629403,44.52567518281971],[-89.95597020713204,44.52567985719654],[-89.95597604796917,44.52568460345158],[-89.95598153265688,44.52569380606358],[-89.95598110527864,44.52569826239353],[-89.95598658996562,44.52570739312369],[-89.95598616258745,44.52571184945237],[-89.95599164727372,44.52572105205855],[-89.95599086374715,44.5257299647403],[-89.95596579088875,44.52601006629002],[-89.95727696541458,44.52600704052264],[-89.95731671022608,44.52556234118206],[-89.95660393276881,44.52546748045819]]]}"
2_027c00000000000018d3,1,0.02,"{""type"":""Polygon"",""coordinates"":[[[-89.96162436179993,44.5238241414136],[-89.96041247644808,44.52376924277287],[-89.96037394561388,44.5242005906923],[-89.96037351828463,44.52420504718052],[-89.96036646735136,44.52421367048823],[-89.96036611124359,44.52421812699982],[-89.96035906030895,44.52422675030467],[-89.96035863297955,44.52423120679035],[-89.96035158204353,44.524239758211166],[-89.9603449584358,44.52424392502714],[-89.96033833482691,44.524248091842374],[-89.96033163999527,44.52425225863219],[-89.96031874887997,44.52425613575147],[-89.96031212526655,44.52426030256409],[-89.960305501652,44.524264469375964],[-89.96029296663636,44.524263889984695],[-89.9602863430185,44.52426805679514],[-89.95996377856463,44.524298134629404],[-89.96002816347274,44.52435012709469],[-89.96003400369135,44.52435487327719],[-89.96003984390907,44.52435961945891],[-89.96003906046528,44.52436853242706],[-89.96004490068223,44.524373206726175],[-89.9600507408983,44.52437795290549],[-89.96004995745473,44.52438686587024],[-89.96004917401115,44.524395778833295],[-89.96004874667828,44.52440016342085],[-89.96000102781116,44.5249338595979],[-89.960539392896,44.525226094191],[-89.96054523303668,44.52523084025894],[-89.96055114439768,44.525235586350625],[-89.96055698453657,44.525240332417006],[-89.96056239734743,44.525249462992804],[-89.96056823748461,44.525254209057216],[-89.96057407762089,44.52525895512085],[-89.96057329418802,44.525267867922],[-89.96057913432354,44.525272613983994],[-89.96057835089078,44.52528145490301],[-89.960577567458,44.5252903676999],[-89.9605704453411,44.52537043901229],[-89.96103380750701,44.52544944916853],[-89.96131327500031,44.52527013272675],[-89.96132616578096,44.52526625557929],[-89.96133278921904,44.52526208879728],[-89.961339412656,44.52525792201451],[-89.96135194732925,44.52525850127904],[-89.96135857076288,44.52525433449485],[-89.96137103421016,44.525254841853716],[-89.96137772886017,44.525250675092096],[-89.96139019230124,44.52525125432852],[-89.96158383804448,44.52526001683519],[-89.96162436179993,44.5238241414136]]]}"
2_027c00000000000018d4,1,0.02,"{""type"":""Polygon"",""coordinates"":[[[-89.94578442773691,44.524623890406204],[-89.94477268352179,44.524644899615566],[-89.944766484725,44.52464460910614],[-89.94475394462721,44.52464402801761],[-89.94474190327948,44.52463906245497],[-89.9447356332271,44.52463877190949],[-89.94472352062299,44.52463373442945],[-89.9447172505676,44.524633443882934],[-89.94471140801505,44.52462869694759],[-89.94469936665396,44.52462373137887],[-89.94469352409871,44.52461898444163],[-89.94468761029185,44.52461423746923],[-89.94468219523901,44.524605034139825],[-89.94467635268113,44.52460035908044],[-89.9446767089347,44.52459590265458],[-89.9446712938803,44.52458669932106],[-89.94467172138462,44.52458224292833],[-89.94467250514253,44.52457340198784],[-89.94467286139611,44.52456894555944],[-89.94470513795768,44.52420869391301],[-89.94470599296557,44.52419985293633],[-89.94470634921885,44.52419539647238],[-89.94470713297603,44.52418648357756],[-89.94471383053694,44.52418231769652],[-89.944714614294,44.52417340479918],[-89.94472124060296,44.52416923888217],[-89.94472786691078,44.52416507296442],[-89.94473456446806,44.52416090708026],[-89.94474119077358,44.52415681304227],[-89.94475408712836,44.52415286578874],[-89.9447607134305,44.52414877174892],[-89.94476733973151,44.52414460582707],[-89.94477987982489,44.52414511503894],[-89.94478650612258,44.524140949115655],[-89.94479897495921,44.52414153017245],[-89.94481151504225,44.524142111262215],[-89.9448177138318,44.524142401772274],[-89.94580544608375,44.524249760482164],[-89.94585197140037,44.52268015957845],[-89.9418231543432,44.52256410596248],[-89.93696853151272,44.52263363816555],[-89.9369560601311,44.522633128120624],[-89.93694978880625,44.522632837136236],[-89.93594379802126,44.52252006883231],[-89.93581166890762,44.52301419331935],[-89.9358125241137,44.52517085074369],[-89.9363247891324,44.52519413800713],[-89.93633726071913,44.52519471997312],[-89.93634353214406,44.52519501097541],[-89.93635557612772,44.525199977362696],[-89.93636184754969,44.52520026836394],[-89.9370482057293,44.525450284894596],[-89.93706067708098,44.52545086677862],[-89.93706652079867,44.52545561402116],[-89.93707236451543,44.52546028938362],[-89.93707820823133,44.52546503662461],[-89.93708405194633,44.525469783864835],[-89.93708953933644,44.52547898742273],[-89.93709538304972,44.52548366278171],[-89.93710122676211,44.52548841001916],[-89.93710044284953,44.52549732261399],[-89.93710628656115,44.52550206984981],[-89.93710550264866,44.525510910562865],[-89.93710471873617,44.52551982315345],[-89.93705397818401,44.52608461859863],[-89.94038368466504,44.52602609305664],[-89.94039615493274,44.52602667457011],[-89.94260760374674,44.526127211093524],[-89.94462562214117,44.52607594836963],[-89.9446380910301,44.52607652942028],[-89.94464436109843,44.526076819962306],[-89.94573163244877,44.52619320771212],[-89.94578442773691,44.524623890406204]]]}"
2_027c00000000000018d5,1,0.02,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[-89.94799892697839,44.52363941442341],[-89.947986433392,44.52363884726519],[-89.94788648470838,44.52363430995709]]},{""type"":""Polygon"",""coordinates"":[[[-89.95495830427933,44.52395067124032],[-89.95372740234335,44.52382791010035],[-89.95371529257933,44.52382287348446],[-89.95370275540785,44.523822293366145],[-89.95369691422428,44.52381761868889],[-89.95368444828078,44.523817038597294],[-89.95367860709442,44.52381229203675],[-89.95367276590717,44.52380754547544],[-89.95366065612589,44.523802580733424],[-89.95365481493592,44.52379783417021],[-89.95364932991525,44.52378863107545],[-89.95364348872354,44.523783884510244],[-89.95349710246994,44.52352720625544],[-89.95335342257182,44.523520678462624],[-89.95334722516202,44.523520460293234],[-89.95333468787015,44.52351988013091],[-89.9533288466305,44.52351513352253],[-89.95331638056729,44.52351455338714],[-89.95331053932483,44.52350980677728],[-89.95329842942913,44.52350484196552],[-89.95329216077573,44.52350455188177],[-89.95328674693788,44.52349534874123],[-89.95328090569092,44.523490602127914],[-89.95327506444308,44.52348592739613],[-89.95326915195957,44.52348118075223],[-89.95327000677653,44.52347226769154],[-89.95326409429227,44.523467521045994],[-89.95326494910931,44.5234586798651],[-89.95325910785904,44.52345393324697],[-89.95325989144143,44.52344502015213],[-89.95328496607,44.523164903900906],[-89.95066144414494,44.523184291097536],[-89.95065517506032,44.5231840008674],[-89.95064270812766,44.52318342043679],[-89.95004357818506,44.5230802964765],[-89.95003103981277,44.523079787829886],[-89.95002484186587,44.52307949759565],[-89.95001273093222,44.52307446050801],[-89.95000688918638,44.523069713685246],[-89.95000104743967,44.52306496686168],[-89.94998893649851,44.523060001652944],[-89.94998309474907,44.5230552548275],[-89.94997725299872,44.523050508001276],[-89.94997176745186,44.523041376467155],[-89.9499721948971,44.52303691990774],[-89.94996670934951,44.523027716487725],[-89.9499671367948,44.52302325992702],[-89.9499679204445,44.52301434677326],[-89.94996207869184,44.523009671825164],[-89.94997882029767,44.522822854727124],[-89.94975070638424,44.52263837383175],[-89.94841405411275,44.52250630467294],[-89.94829137214862,44.52254535416581],[-89.94826985645591,44.52278550746699],[-89.94826280329573,44.52279413028888],[-89.94826244707549,44.522798586897046],[-89.94826159214689,44.522807428164434],[-89.94825453898521,44.52281605098178],[-89.94825418276488,44.522820507587845],[-89.9482475570663,44.522824673829284],[-89.94824050390204,44.52283329664259],[-89.94823380695698,44.52283746284992],[-89.94822718125486,44.52284162908867],[-89.94821428606792,44.52284550496078],[-89.94820766036244,44.52284967119768],[-89.94820139087662,44.522849380831104],[-89.948188495681,44.52285325669966],[-89.94818229743626,44.52285296636427],[-89.94816975845532,44.52285238562803],[-89.94815729071452,44.52285180492264],[-89.94806980268226,44.52284788361642],[-89.94809352706253,44.52356334331523],[-89.94809274337452,44.52357225635181],[-89.9480923871527,44.52357671288559],[-89.9480915322203,44.5235855540052],[-89.94809117599847,44.523590010537724],[-89.94808412280544,44.52359863320081],[-89.94807749707748,44.52360279936332],[-89.94807664214474,44.52361171236002],[-89.94807001641549,44.52361587852093],[-89.94806339068508,44.52362004468109],[-89.94805049544304,44.52362392047039],[-89.94804386970925,44.5236280866287],[-89.94803717272987,44.523632252753956],[-89.94802427747902,44.523636128539295],[-89.94801807920774,44.5236358381998],[-89.94800554017311,44.52363525745516],[-89.94799891443155,44.52363942360986],[-89.94801145346835,44.52364000435517],[-89.94801765174071,44.523640294695],[-89.94802976330449,44.52364526005095],[-89.94803560535155,44.52365000691642],[-89.9480414473977,44.523654753781095],[-89.94805355895397,44.523659719133],[-89.9480594009974,44.52366446599579],[-89.94806524303992,44.52366921285779],[-89.94807108508157,44.52367395971902],[-89.94807657090034,44.52368309122108],[-89.94813064535776,44.523779365624065],[-89.94989183510852,44.523653924450365],[-89.94989810431794,44.52365414283736],[-89.94991057149272,44.52365472334331],[-89.94992303866344,44.52365530384791],[-89.94992930786776,44.523655594115255],[-89.9499417750324,44.52365617461779],[-89.95023485909493,44.5237453640389],[-89.95024112824827,44.523745654288625],[-89.95025323910974,44.523750691280185],[-89.95025908081804,44.523755366139696],[-89.95026492252545,44.52376011288035],[-89.95027076423196,44.52376485962023],[-89.95027660593759,44.52376960635932],[-89.95028244764232,44.523774281215765],[-89.95028828934616,44.52377902795332],[-89.95029377484774,44.523788231210744],[-89.95029334740609,44.52379268770008],[-89.95029883290695,44.52380181907276],[-89.95029840546535,44.52380627556083],[-89.95029762182241,44.52381518856658],[-89.9502590095777,44.52424653259087],[-89.95195812527021,44.52432366703553],[-89.953583082201,44.52417856171023],[-89.95358935080682,44.52417885177393],[-89.95360181678126,44.52417943187145],[-89.95500738282523,44.52424317587104],[-89.95501293888307,44.524180857044605],[-89.95495830427933,44.52395067124032]]]}]}"
2_027c00000000000018d8,1,0.02,"{""type"":""Polygon"",""coordinates"":[[[-89.9692238377044,44.52251608238135],[-89.9651572417541,44.522541946514515],[-89.96503760431919,44.52289816469309],[-89.96518786318035,44.52346306541593],[-89.96518707984184,44.523471978589804],[-89.96518629650332,44.52348089176198],[-89.96511558233256,44.524272431838135],[-89.96511515505621,44.524276888337376],[-89.96511437171621,44.524285801356285],[-89.96510774893201,44.52428996844383],[-89.96510689437912,44.524298881438526],[-89.96510027159361,44.52430304852446],[-89.96509364880694,44.52430721560966],[-89.96508659874249,44.5243157673085],[-89.96507997595346,44.52431993439178],[-89.9650732819505,44.52432410145259],[-89.96506665915916,44.52432826853436],[-89.96506003636671,44.52433243561538],[-89.96504750290684,44.524331856745405],[-89.96504088011108,44.524336023825],[-89.96502841785784,44.524335516855736],[-89.96502172384587,44.52433961203115],[-89.9650092615864,44.52433910505984],[-89.96440330603262,44.524311675539636],[-89.96435879722581,44.524809722936055],[-89.96433771783687,44.526099159349215],[-89.96585554661053,44.526029468303165],[-89.96586181320875,44.52602968580527],[-89.96919756301891,44.52604227518834],[-89.9692238377044,44.52251608238135]]]}"
2_027c00000000000018df,1,0.02,"{""type"":""Polygon"",""coordinates"":[[[-89.96425347137937,44.52374225556889],[-89.96409081750858,44.523386675337804],[-89.96408490669377,44.52338192924196],[-89.96408576126946,44.52337301608091],[-89.96408611734266,44.52336855947745],[-89.96408690070369,44.52335964629154],[-89.9641242883703,44.52294165929925],[-89.96405777390574,44.52277343156855],[-89.96361980104598,44.52269113056291],[-89.96360769440798,44.52268609487109],[-89.96360142744095,44.522685805346725],[-89.96359558776616,44.52268105917745],[-89.96358348112054,44.522676095365554],[-89.96357764144304,44.52267134919438],[-89.96357180176464,44.522666603022444],[-89.96356596208537,44.52266185684973],[-89.9635601224052,44.52265718255982],[-89.96355428272413,44.52265243638556],[-89.96354879912036,44.5226432335399],[-89.9635492264142,44.522638776891505],[-89.9635437428097,44.52262964592656],[-89.96354417010359,44.52262518927691],[-89.9635449534757,44.52261627595366],[-89.96355328570532,44.52252290164244],[-89.96332696176458,44.52245906847248],[-89.96331485503403,44.52245403272484],[-89.96330858801907,44.52245374318302],[-89.96329648128271,44.52244877931678],[-89.96329064156146,44.522444033108016],[-89.96328480183931,44.52243928689849],[-89.96327931819697,44.52243008399818],[-89.9632734784731,44.52242540967061],[-89.96326763874833,44.52242066345833],[-89.9632684221261,44.522411750098165],[-89.96326258240056,44.52240700388423],[-89.96320247590552,44.52216768223681],[-89.96307749112628,44.52216203506024],[-89.96307129528901,44.522161745526596],[-89.96305876117836,44.522161166412374],[-89.9630524941215,44.52216087685474],[-89.96304045852078,44.522155841069115],[-89.9630345475439,44.52215116667911],[-89.96302208463784,44.52215058758372],[-89.96301624487475,44.522145841330854],[-89.96301076119397,44.52213663836021],[-89.96300492142915,44.52213196398976],[-89.96299908166344,44.52212721773413],[-89.96299324189684,44.522122471477736],[-89.96299402528021,44.52211355806288],[-89.96298818551284,44.52210888368928],[-89.96298896889633,44.522099970271874],[-89.96298312912818,44.522095224012205],[-89.96296041099733,44.52136637455123],[-89.9626168599401,44.52135087949118],[-89.96240776516808,44.52172533353692],[-89.96240114191585,44.52172950069513],[-89.96240035852034,44.521738414178785],[-89.96239373526683,44.52174258133541],[-89.96238704079437,44.52174674846791],[-89.96238041753855,44.52175091562303],[-89.96236752711266,44.52175479317979],[-89.96236090385348,44.52175896033305],[-89.96235420937528,44.52176312746218],[-89.96217374289459,44.52181748492493],[-89.9618639424942,44.52219635780095],[-89.96182192339636,44.52484218649435],[-89.96213428799432,44.524856306769976],[-89.96214048398315,44.52485659633784],[-89.96215301839429,44.52485717551959],[-89.9621592143801,44.524857465086434],[-89.96217132147589,44.52486250069872],[-89.96217716136779,44.524867174840004],[-89.96218969576691,44.524867754017606],[-89.96219553565602,44.52487250003763],[-89.96220137554424,44.524877246056874],[-89.96220685934088,44.524886376649114],[-89.96221269922738,44.52489112266638],[-89.96221853911297,44.524895868682876],[-89.96222402290718,44.52490507115082],[-89.96222359559856,44.52490952757915],[-89.96222281219943,44.52491836857788],[-89.96229723504544,44.525278942438604],[-89.96229638042985,44.52528785522443],[-89.96229602434,44.525292311640136],[-89.96226383380515,44.52565248813284],[-89.96226305040685,44.525661400870966],[-89.96226262309867,44.525665857227665],[-89.96225557251309,44.52567448038349],[-89.96225521642288,44.52567893676238],[-89.96224816583594,44.525687488036404],[-89.96224147133803,44.52569165481017],[-89.96223484805705,44.52569582160663],[-89.96222822477492,44.525699988402344],[-89.96222160149165,44.5257041551973],[-89.9622149069891,44.52570832196803],[-89.96220201650752,44.52571219917904],[-89.96219539321972,44.52571636597139],[-89.96218285882244,44.52571578680481],[-89.96217623553133,44.52571995359575],[-89.96216377234602,44.52571944632951],[-89.96215750514273,44.52571915674468],[-89.96185140798848,44.52570525451297],[-89.96184506951528,44.525776412486174],[-89.96195125660773,44.525781263669195],[-89.96195752384476,44.52578148138614],[-89.96196955978574,44.5257865168971],[-89.96197582701978,44.525786806491816],[-89.96198836148479,44.5257873856802],[-89.96199420140458,44.52579213161757],[-89.96200630855253,44.52579709526837],[-89.9620121484696,44.52580184120386],[-89.96201798838578,44.52580658713857],[-89.96202382830106,44.5258113330725],[-89.96202966821544,44.52581600712689],[-89.96203515203668,44.52582520942358],[-89.96203472472595,44.52582966576387],[-89.96204020854647,44.52583886805765],[-89.96203978123582,44.52584325251795],[-89.96204526505561,44.52585245480883],[-89.962044837745,44.52585691114657],[-89.96203572178429,44.52595919139789],[-89.96215081062898,44.52600458479935],[-89.9641495695337,44.52602808481026],[-89.96425347137937,44.52374225556889]]]}"
2_027c00000000000018e5,1,0.02,"{""type"":""Polygon"",""coordinates"":[[[-89.9618368081329,44.52109672179982],[-89.96182470093137,44.52109168574871],[-89.96181216641281,44.52109117837091],[-89.96180632646526,44.52108643194936],[-89.96180048651684,44.52108168552703],[-89.96178837930381,44.52107664947046],[-89.96178253935265,44.521071974932255],[-89.96177712671418,44.52106277171597],[-89.96177748280884,44.52105831490053],[-89.96162443301915,44.520805799307155],[-89.95783915835109,44.52077269551258],[-89.95765518049873,44.521777949265534],[-89.95765439700618,44.5217868627072],[-89.9576540408732,44.52179131944055],[-89.95764698943948,44.52179987113902],[-89.9576465620798,44.52180432784479],[-89.95763993800443,44.52180849472039],[-89.95763288656812,44.52181711829974],[-89.95762626249038,44.5218212851734],[-89.95761963841151,44.52182545204631],[-89.95761294310482,44.52182961889213],[-89.9576000510748,44.521833495905426],[-89.9575934269914,44.521837662775745],[-89.95758096231522,44.52183708308418],[-89.95757426700176,44.52184124992671],[-89.95725096744212,44.5218801632418],[-89.95729512837119,44.5234895804404],[-89.95920696289483,44.52364317031569],[-89.96162457545759,44.52368131212003],[-89.96166524160824,44.52217393548846],[-89.96166602501879,44.52216509397688],[-89.96166645233362,44.52216063729021],[-89.96166723574413,44.52215172389176],[-89.96167385912325,44.5221475568135],[-89.9616809098159,44.5221389330457],[-89.96201934153696,44.52172117991125],[-89.9620259648552,44.521717012774396],[-89.96202632094754,44.52171255602024],[-89.96203301548304,44.52170838890581],[-89.96203963879893,44.52170422176703],[-89.96205252933515,44.521700344243015],[-89.96205915264765,44.521696177102385],[-89.96206584717741,44.521692009984584],[-89.9622334236954,44.521641530097575],[-89.96243155189245,44.521248669359885],[-89.9618368081329,44.52109672179982]]]}"
2_027c0000000000001ab4,2,0.2,"{""type"":""Polygon"",""coordinates"":[[[-89.94236569377364,44.54239614434335],[-89.94236612130365,44.54239168964995],[-89.94236690510867,44.54238278022604],[-89.94241371961573,44.54074171575074],[-89.9408023984091,44.54086944479566],[-89.9407836575751,44.54086857284557],[-89.93594094734401,44.5407913102044],[-89.9358319800469,44.54417108110815],[-89.93794406605795,44.544267086946284],[-89.93935647698198,44.544188376315795],[-89.93936901884412,44.54418895775649],[-89.94239334070491,44.544326387140735],[-89.94250863104374,44.54304116744304],[-89.94236569377364,44.54239614434335]]]}"
2_027c0000000000001ab6,2,0.2,"{""type"":""Polygon"",""coordinates"":[[[-89.9458578850277,44.54081331032108],[-89.94262149838222,44.540733269113254],[-89.94260952761965,44.54296534184853],[-89.94362175640674,44.54301132686671],[-89.94363386935875,44.543016362493695],[-89.94364640982269,44.54301694347999],[-89.94365260880052,44.54301723393758],[-89.94417844947934,44.54317060849764],[-89.94445654360709,44.54293765458366],[-89.94446324121174,44.542933490382495],[-89.94447649391537,44.542925161908855],[-89.94448319151655,44.542920997705416],[-89.94448939035914,44.54292128811828],[-89.94449608795806,44.54291712391374],[-89.94450898439524,44.5429132501203],[-89.94451518323366,44.5429135405318],[-89.94452807966442,44.542909594883334],[-89.94577103298782,44.54283208594827],[-89.94596162272734,44.54175573843278],[-89.9458578850277,44.54081331032108]]]}"
