system:index,priority_ranking,watershed_threshold,.geo
2_00c10000000000000d5f,1,0.08,"{""type"":""Polygon"",""coordinates"":[[[-120.57242584424682,37.053212448505796],[-120.5724474468265,37.05327671507057],[-120.57245034473324,37.05328525912564],[-120.57245183759427,37.0532895186792],[-120.57244920313363,37.05329926266793],[-120.57245069599468,37.053303522220624],[-120.57244814934936,37.05331324126093],[-120.5724441098429,37.05331862640498],[-120.57244007033627,37.053324085892385],[-120.57243611864492,37.053329446089],[-120.57243357199931,37.05333916512694],[-120.57242812744647,37.05334026577191],[-120.57241864338611,37.0533468259028],[-120.5724146038787,37.0533522853887],[-120.57240520763271,37.05335882057161],[-120.57239976307865,37.05335992121551],[-120.57238887396981,37.05336219684613],[-120.57238342941504,37.05336337183286],[-120.57227989501459,37.05338490369821],[-120.57238228781485,37.05448627647176],[-120.57238518572306,37.05449482037302],[-120.57238114621458,37.05450020546386],[-120.57237859956788,37.05450992437312],[-120.57238000461435,37.05451420879609],[-120.57237605292113,37.05451964328138],[-120.57236806171888,37.05453046285577],[-120.57236402220985,37.05453584794488],[-120.57235998270073,37.05454130737618],[-120.57234909358847,37.05454358305174],[-120.572237128872,37.054626389509856],[-120.5724039782173,37.05565940062198],[-120.57240134375566,37.05566907000711],[-120.57240283661726,37.05567332940535],[-120.57224872051783,37.0568784640954],[-120.57243023501533,37.05741812250613],[-120.57243164006124,37.05742240673542],[-120.57243453796836,37.057430950245056],[-120.57243058627681,37.05743638459716],[-120.5724333963686,37.05744495305295],[-120.57242944467701,37.05745031306484],[-120.57242689803128,37.05746003164304],[-120.57242285852413,37.05746549094167],[-120.57241881901687,37.05747087590044],[-120.57230263922007,37.05762795459031],[-120.57227137691342,37.05834922788015],[-120.57243778713685,37.059121159828344],[-120.57243927999802,37.05912541899686],[-120.57244209008961,37.05913398722949],[-120.5724381383983,37.059139421503644],[-120.57244103630528,37.0591479647862],[-120.57243699679859,37.05915334967013],[-120.572434450153,37.05916306805793],[-120.57243041064606,37.05916852727903],[-120.5723167775079,37.05931581103379],[-120.57256459245873,37.060052487453795],[-120.57615003950694,37.05951770792595],[-120.57428716521767,37.05288959162185],[-120.57242584424682,37.053212448505796]]]}"
2_00c10000000000000d72,1,0.08,"{""type"":""Polygon"",""coordinates"":[[[-120.57649654831808,37.05199015040126],[-120.57648425455992,37.05198814199207],[-120.57647872236836,37.05198926777026],[-120.57647187298801,37.05198608418763],[-120.57645957922747,37.05198407577434],[-120.5764526420335,37.05198099148216],[-120.57644429983773,37.05197354843324],[-120.57643745045551,37.05197036484594],[-120.57643051326032,37.051967206207436],[-120.57642225887571,37.0519598125466],[-120.5764207660614,37.051955478738265],[-120.57641786824536,37.0519469348569],[-120.57598820042466,37.051206925241466],[-120.57382069594799,37.051520218569365],[-120.57404014396002,37.05243230391938],[-120.57404295401614,37.05244087289373],[-120.57404585188645,37.05244941691876],[-120.57404190024512,37.05245485151114],[-120.57403926581748,37.05246452119312],[-120.57403531417593,37.052469955784765],[-120.57394214321404,37.05269551770839],[-120.57398104495292,37.052811146996106],[-120.57432966722702,37.05273864353938],[-120.57434055616923,37.05273636773228],[-120.57435144511057,37.05273416626741],[-120.57435838241948,37.0527372506968],[-120.57436927135926,37.05273497488677],[-120.57437612085317,37.05273815860591],[-120.57438850262965,37.05274014229795],[-120.57439535212252,37.052743326014806],[-120.57440220161502,37.052746509730724],[-120.57440913892111,37.052749594154164],[-120.5744159884129,37.05275277786821],[-120.57442433074209,37.052760221082366],[-120.574431268047,37.0527633798457],[-120.57443407809443,37.0527719487424],[-120.57443557093212,37.05277620824188],[-120.57444391326001,37.052783651449715],[-120.57444681112119,37.05279219539429],[-120.57632724560109,37.05949002829596],[-120.57934480432766,37.0589999196455],[-120.57901094805766,37.05826736888989],[-120.57900945527383,37.058263109956165],[-120.57708849136243,37.05199993894745],[-120.57649654831808,37.05199015040126]]]}"
2_00c10000000000000d74,1,0.08,"{""type"":""Polygon"",""coordinates"":[[[-120.57212393463864,37.051795191665924],[-120.57238518572306,37.05307427041816],[-120.5738271063995,37.052838599510594],[-120.57386003679599,37.05245142984317],[-120.57364348635186,37.05154788741737],[-120.57212393463864,37.051795191665924]]]}"
2_00c10000000000000d7a,1,0.08,"{""type"":""Polygon"",""coordinates"":[[[-120.57122759783769,37.053150045426655],[-120.5712152157527,37.05314806130889],[-120.57120836608813,37.05314487732218],[-120.57120151642323,37.053141693334524],[-120.57119317388208,37.053134324071046],[-120.57118623640014,37.053131165026855],[-120.57118483134043,37.053126880460844],[-120.57117648879823,37.05311943684835],[-120.57117508373842,37.053115152281144],[-120.57116674119558,37.05310770866548],[-120.57116384325953,37.05309916447415],[-120.5707691086223,37.05192571825239],[-120.56810964530798,37.05240530401576],[-120.56810420056964,37.05240647876099],[-120.56809331109221,37.05240875390404],[-120.56726825482423,37.05243365706684],[-120.56543256223271,37.052815243736674],[-120.56542711737956,37.05281641835128],[-120.56541622767247,37.052818693232155],[-120.56540928987478,37.052815533601525],[-120.5653984001662,37.05281780848049],[-120.56539155018774,37.052814623906926],[-120.56537916753345,37.05281263888559],[-120.56537231755397,37.05280945430973],[-120.56536546757411,37.05280626973293],[-120.56535852977359,37.0528031844439],[-120.565351679793,37.052799999865236],[-120.56534474199175,37.052796840226726],[-120.56533639906569,37.05278947009195],[-120.56533499394125,37.05278511090104],[-120.56533209587204,37.05277656615451],[-120.56532524589002,37.05277345591864],[-120.56532234782058,37.052764836822064],[-120.56529933890336,37.05269635455108],[-120.56363241079632,37.05304283651568],[-120.56362152093537,37.053045111218765],[-120.561622600885,37.05323609792898],[-120.55823329643431,37.05379846417364],[-120.55825894138663,37.05410010699791],[-120.55825498925388,37.054105541395494],[-120.5582577996594,37.05411411152456],[-120.55825384752664,37.05411947157172],[-120.55825130059658,37.054129191032025],[-120.55824726063844,37.05413465036398],[-120.55824322068014,37.05414003534589],[-120.55823926854697,37.05414546974152],[-120.55822978342673,37.05415202899098],[-120.5582257434679,37.054157413971964],[-120.55794215560259,37.054353842461126],[-120.55762519337766,37.05556063420083],[-120.55788287345104,37.05608441552789],[-120.5581552198182,37.056027831902256],[-120.55816611014771,37.05602555764544],[-120.55817155531213,37.056024457690626],[-120.55818244564028,37.05602218343225],[-120.55818938383273,37.05602534348198],[-120.55820167936268,37.056027354162566],[-120.55820712452558,37.05602617985791],[-120.55821406271666,37.056029339904896],[-120.55822091308221,37.05603252488716],[-120.5582347016373,37.05603879556474],[-120.55823610684031,37.05604308050306],[-120.55824304502981,37.056046240545776],[-120.55825138842174,37.056053685524496],[-120.55825279362453,37.0560579704611],[-120.55826113701585,37.056065415436656],[-120.55826254221854,37.05606970037207],[-120.55826544044903,37.056078245305606],[-120.5584065754121,37.05649793819453],[-120.56359622835149,37.05570804003761],[-120.56360711821462,37.05570576522655],[-120.5645247614708,37.055661652731615],[-120.56574502615751,37.05540794605736],[-120.56575047099706,37.05540684571856],[-120.56576276579517,37.05540885534761],[-120.56577365547251,37.055406580323016],[-120.56633183800456,37.055437179895236],[-120.57213139896281,37.05452008148973],[-120.57209258447237,37.053382580263886],[-120.57122759783769,37.053150045426655]]]}"
2_00c10000000000000d7f,1,0.08,"{""type"":""Polygon"",""coordinates"":[[[-120.55704677260533,37.05330275937491],[-120.55634952001547,37.05344762629049],[-120.55639554108777,37.05358467607575],[-120.55639843936085,37.05359322150118],[-120.55639984458415,37.05359750668045],[-120.55639729761693,37.053607226265726],[-120.55639870284024,37.05361151144414],[-120.55639475064966,37.053616945850024],[-120.55639220368234,37.053626591082164],[-120.5563936089057,37.053630876259504],[-120.55623481856806,37.05393886251716],[-120.55625071517605,37.05398594897862],[-120.55800477508966,37.05362141077862],[-120.558010220261,37.053620310883346],[-120.5597380842955,37.053403251785284],[-120.55975073097215,37.05302486283536],[-120.55704677260533,37.05330275937491]]]}"
2_00c10000000000000d88,1,0.08,"{""type"":""Polygon"",""coordinates"":[[[-120.56686648253417,37.05092713273138],[-120.56615567178761,37.05059838028517],[-120.56582336156843,37.050667478499655],[-120.56584364797304,37.05097026680207],[-120.56584654603054,37.05097881174186],[-120.56584795114932,37.05098309668174],[-120.56584391143281,37.050988481871315],[-120.56584136465491,37.05099820140791],[-120.56583741275811,37.05100363600484],[-120.56567468232248,37.051316913394096],[-120.56576987921352,37.05208533188961],[-120.56726079021404,37.051839511625424],[-120.56686648253417,37.05092713273138]]]}"
2_00c10000000000000d90,1,0.08,"{""type"":""Polygon"",""coordinates"":[[[-120.56471638639567,37.05026980361586],[-120.56466949013006,37.05056364513945],[-120.56467238821439,37.05057219023607],[-120.56466843628118,37.05057762484368],[-120.56466439652714,37.050583010040896],[-120.56466184972561,37.05059272966519],[-120.56465780997132,37.050598189211776],[-120.56464841315112,37.05060472399731],[-120.56464288044356,37.050605849116266],[-120.56463348362223,37.05061238390071],[-120.56462944386706,37.050617769096064],[-120.56461855409162,37.05062004380241],[-120.56425198965368,37.05076042558641],[-120.56422054972211,37.052192030863736],[-120.56556815656546,37.05204016997158],[-120.56549280688287,37.0513135478101],[-120.56549544148791,37.05130380335531],[-120.56549254342237,37.05129525842754],[-120.56549649532992,37.05128982384655],[-120.56568267394616,37.050751671758064],[-120.56560785125204,37.05052898032835],[-120.56471638639567,37.05026980361586]]]}"
2_00c10000000000000d9c,1,0.08,"{""type"":""Polygon"",""coordinates"":[[[-120.57443030209315,37.047026520368995],[-120.57399333895368,37.04704403896454],[-120.57398789446778,37.047045213906365],[-120.57397551265218,37.04704315519288],[-120.5739700681655,37.04704433013376],[-120.57395777416245,37.04704224647099],[-120.57395083683164,37.0470391615113],[-120.57394398731478,37.0470359772551],[-120.57393713779756,37.04703279299795],[-120.57392879543632,37.047025423187456],[-120.57392185810392,37.047022263874446],[-120.57381217795024,37.04692137786587],[-120.57307593978028,37.04686368570669],[-120.57306505072945,37.04686596113787],[-120.57305820116476,37.0468627767816],[-120.57305126378478,37.04685961737016],[-120.57304441421931,37.046856507361696],[-120.57303756465352,37.04685332300263],[-120.5730306272724,37.04685016358836],[-120.57302377770584,37.04684705357712],[-120.57301543528455,37.04683960926094],[-120.57291690685676,37.04675473535526],[-120.57270992665724,37.04679776986429],[-120.57269903757502,37.04680004525455],[-120.57269359303358,37.046801145774346],[-120.57268129890682,37.046799136245816],[-120.57267585436462,37.04680023676465],[-120.57266347242097,37.046798252178846],[-120.57265662283459,37.04679506777815],[-120.57264424088906,37.04679308318892],[-120.57263739130164,37.04678989878593],[-120.57263054171385,37.04678678873195],[-120.5726221992667,37.046779344351386],[-120.57261526186286,37.04677618489048],[-120.57250558057956,37.046675295940666],[-120.5716924959558,37.046596963769694],[-120.57204946700412,37.04819519726593],[-120.57205236491995,37.04820381637494],[-120.57205517502011,37.048212386079015],[-120.57201776555684,37.04865549876532],[-120.57243769932151,37.05018114814176],[-120.57244059722846,37.05018969260592],[-120.57244349513536,37.05019823706869],[-120.5724261955083,37.05070127270723],[-120.57264222113892,37.05110084963106],[-120.57517469905542,37.05071163167911],[-120.57517382092074,37.05050103885271],[-120.57493163113995,37.050248972003075],[-120.57481720991876,37.050272780917474],[-120.57480632101746,37.050275056671914],[-120.57480087656643,37.050276157376004],[-120.5747885826439,37.050274148532104],[-120.57478313819213,37.05027532358072],[-120.57477075645419,37.05027326533661],[-120.57476390698159,37.05027015578617],[-120.57475705750859,37.050266971889315],[-120.57475012022152,37.050263812939505],[-120.5747432707478,37.05026070338628],[-120.57473633345997,37.05025754443457],[-120.57472948398552,37.05025436053398],[-120.57472114167638,37.05024691697887],[-120.57471973665584,37.050242632377014],[-120.5747113943461,37.05023518881875],[-120.57470990151164,37.05023092916364],[-120.57470700365651,37.05022238490442],[-120.57452118953456,37.04966992457514],[-120.57451829167512,37.049661380225366],[-120.57451688665232,37.049657095576144],[-120.57451943325611,37.04964737620236],[-120.57451802823333,37.04964309155226],[-120.57452057483711,37.049633372176956],[-120.57452452646353,37.04962801179805],[-120.57452856590375,37.049622552125],[-120.57453260534385,37.0496171667979],[-120.57453655696989,37.049611732071924],[-120.57454059640975,37.04960634674428],[-120.57454454803556,37.04960091201774],[-120.57455403193697,37.04959435166688],[-120.57455947639859,37.04959325099021],[-120.5745689602989,37.04958669063827],[-120.57457440475989,37.04958551561473],[-120.5745852936811,37.04958323991313],[-120.57538053366007,37.04941790324438],[-120.57481457550726,37.04719861290588],[-120.57443030209315,37.047026520368995]]]}"
2_00c10000000000000da5,1,0.08,"{""type"":""Polygon"",""coordinates"":[[[-120.5708689559647,37.04607169207835],[-120.57086351134471,37.04607279248678],[-120.57085262210401,37.04607506765437],[-120.57084717748334,37.046076242413534],[-120.57083479536124,37.04607418312648],[-120.56978951157637,37.045998284138236],[-120.5685970362634,37.04610879086622],[-120.56858351228736,37.04627657923021],[-120.56858491737584,37.04628086436034],[-120.56858237065296,37.04629058432348],[-120.56857833102343,37.04629596974619],[-120.56857437921182,37.046301404579],[-120.56857033958205,37.04630679000117],[-120.56856638777019,37.04631222483341],[-120.56856234814015,37.046317610255024],[-120.56855286379087,37.046324170321505],[-120.56854891197845,37.04632960515282],[-120.56853802253919,37.04633188008972],[-120.56853398290825,37.04633726551022],[-120.56852309346772,37.04633954044588],[-120.56851764874708,37.04634064073712],[-120.56843053318532,37.04635876582833],[-120.56857025176399,37.04677419274934],[-120.56857165685264,37.046778477847305],[-120.56857306194124,37.04678276294492],[-120.5685705152181,37.046792482852496],[-120.56852335692192,37.05159071930428],[-120.5724581602996,37.0511254063742],[-120.57225337473896,37.05074181693317],[-120.5722518818756,37.05073755720248],[-120.57224898396433,37.05072901279399],[-120.57224617386846,37.05072044343802],[-120.57213877547098,37.049569654826804],[-120.57183914838996,37.04867887732074],[-120.57183625046923,37.04867033260447],[-120.57183335254845,37.04866171353834],[-120.57183739207434,37.04865632819224],[-120.57186935701402,37.04821438991454],[-120.57129925583772,37.04598218114941],[-120.5708689559647,37.04607169207835]]]}"
2_00c10000000000000da8,1,0.08,"{""type"":""Polygon"",""coordinates"":[[[-120.56798933409948,37.04645054043345],[-120.56798388935596,37.04645164069909],[-120.56797299986823,37.046453915582134],[-120.5679660622102,37.04645075564304],[-120.56795517272093,37.0464530305242],[-120.56794832288045,37.04644984564171],[-120.56735080460177,37.046354181545944],[-120.56734395472866,37.04635099659685],[-120.56733710485517,37.04634788599979],[-120.56732472239062,37.0463458262188],[-120.5673178725161,37.046342715619474],[-120.5673109348223,37.04633955560729],[-120.56730259202544,37.046332110411896],[-120.56730118692278,37.04632782522929],[-120.56729284412528,37.046320380030735],[-120.5672914390225,37.04631609484693],[-120.56728309622437,37.046308649645205],[-120.56728019819961,37.04630010421589],[-120.56725288650865,37.0462187115097],[-120.5665792255446,37.04622593298116],[-120.56656693082554,37.04622392248691],[-120.56656148602102,37.04622502267321],[-120.5665545482859,37.04622186257758],[-120.56654225356445,37.046219852079254],[-120.5665354036477,37.0462166670409],[-120.56652846591115,37.04621358129552],[-120.56652161599366,37.0462103962553],[-120.56651467825633,37.04620723615452],[-120.56630856581145,37.0460622651279],[-120.56609068518526,37.04610756065175],[-120.56615988713368,37.04631312522156],[-120.56616269736426,37.046321695687794],[-120.56616419029926,37.04632595598026],[-120.56616164352778,37.04633567602555],[-120.56616304864309,37.046339961257274],[-120.5661605018716,37.046349606947494],[-120.56615646216503,37.046355066699746],[-120.56615251027802,37.04636042715803],[-120.56614847057118,37.04636588690972],[-120.56603772986173,37.04652180413204],[-120.56613415595676,37.04736323456212],[-120.56613705400765,37.047371779952016],[-120.56613450723563,37.04738142552906],[-120.56613591235124,37.0473857850457],[-120.56613336557922,37.04739543062123],[-120.56603079209796,37.04762754314722],[-120.56608234230825,37.050466938452224],[-120.56614223537122,37.0504545382741],[-120.56615312501602,37.05045226341573],[-120.56615856983805,37.050451088811386],[-120.56616945948143,37.05044888830098],[-120.56617639723761,37.050451973715234],[-120.56618728687945,37.0504496988534],[-120.56619413681499,37.05045288355657],[-120.5662010745698,37.050456043317595],[-120.56621336932427,37.05045805341157],[-120.5669861800729,37.050815219477954],[-120.56699856257048,37.05081720447536],[-120.56700690538727,37.050824649026595],[-120.56700831049324,37.050828933926105],[-120.56701665330944,37.05083630412545],[-120.56702350320018,37.05083948871538],[-120.56702640123079,37.050848033568684],[-120.5672377816481,37.051216542580974],[-120.567931461733,37.05142508982598],[-120.56794384413836,37.05142714896495],[-120.56795069397911,37.05143025906677],[-120.56795763163798,37.05143341857252],[-120.56796448147793,37.051436603020164],[-120.56796737948707,37.05144514771201],[-120.56819913218402,37.051648981612956],[-120.56834078301782,37.05161952869051],[-120.56839162974474,37.0467975634626],[-120.56825621406416,37.046395040752564],[-120.56798933409948,37.04645054043345]]]}"
