system:index,priority_ranking,watershed_threshold,.geo
2_02100000000000002240,1,0.08,"{""type"":""Polygon"",""coordinates"":[[[-95.9125665269586,38.673521878507344],[-95.91145488776567,38.673587521392975],[-95.91144916602782,38.67358749161227],[-95.90540763605422,38.67351217617226],[-95.90532036821384,38.67416312266935],[-95.90532036821384,38.674167506259046],[-95.90531464705789,38.67417640273057],[-95.90531464705789,38.674185249609565],[-95.90530884532285,38.6741896868551],[-95.90530312416799,38.674194120033945],[-95.90529732243405,38.67420294086581],[-95.90529152070066,38.674207378109415],[-95.90528579954744,38.67421181128633],[-95.90527999781517,38.6742162485288],[-95.90526847493189,38.67422065565832],[-95.9051360022221,38.674269263271505],[-95.90513543816617,38.67465456775286],[-95.90513543816617,38.67466341456902],[-95.90513543816617,38.67466779812613],[-95.90512971702776,38.67467669452479],[-95.9051239153105,38.674685515287074],[-95.9051239153105,38.67468997854376],[-95.90476042272135,38.675176800631796],[-95.90466743472311,38.67580562373892],[-95.90466743472311,38.675810007221855],[-95.90466163305031,38.675818907517886],[-95.90466163305031,38.67582329099995],[-95.90465591195687,38.6758321872283],[-95.9046501102852,38.67583662434034],[-95.90464438919284,38.67584544086681],[-95.90463858752229,38.67584987797746],[-95.90463286643102,38.67585431102187],[-95.90462706476157,38.67585874813142],[-95.90461554200306,38.67585869192491],[-95.90460974033526,38.67586312903331],[-95.90459821758006,38.67586753600403],[-95.90458669482706,38.6758675594941],[-95.90458097374074,38.67586752935604],[-95.90012288152889,38.67600574562155],[-95.90011708029343,38.67600571930392],[-95.90010555839687,38.676005742305364],[-95.90009983773578,38.676005711924546],[-95.90008831584254,38.67600127173098],[-95.9000825146104,38.67600124541142],[-95.9000710732931,38.67599680115329],[-95.90006527206265,38.67599239133881],[-95.90005955140536,38.67598797746143],[-95.900053750176,38.675983567645595],[-95.90004802951982,38.67597907406698],[-95.90004230886417,38.67597466018759],[-95.90003650763649,38.67596578717393],[-95.90003078698193,38.67596137329288],[-95.90003078698193,38.67595252659965],[-95.90003078698193,38.67594806340261],[-95.90002506632793,38.67593918632223],[-95.89994006230772,38.67493382494486],[-95.8987306010327,38.674870858358524],[-95.89863053211093,38.68057486095826],[-95.907633290693,38.680652754596856],[-95.91255814566725,38.680585487257936],[-95.91264848637877,38.67722862495157],[-95.9125665269586,38.673521878507344]],[[-95.90856572096435,38.676570274537156],[-95.90855999950053,38.676565861208516],[-95.90855999950053,38.6765570146851],[-95.90855419745327,38.67655252572539],[-95.90854847599054,38.67654364928271],[-95.90854847599054,38.67653926586882],[-95.90853695248276,38.67653482668741],[-95.90835281840876,38.67639293530348],[-95.90834709696513,38.676388521949015],[-95.90834129493834,38.676384112662376],[-95.90832985205382,38.67637966937609],[-95.9083240500287,38.67637526008776],[-95.9083183285878,38.676375230156616],[-95.90830680512398,38.67637079093547],[-95.90829528166238,38.676370814838094],[-95.90828947964057,38.67637078897384],[-95.90782298279775,38.67637043074541],[-95.90781726140439,38.676370400786986],[-95.9078057380363,38.676370424636005],[-95.9077999360616,38.67637039874474],[-95.90714890969474,38.676516036563186],[-95.90713738645435,38.67651606034095],[-95.90713166512602,38.676520493467564],[-95.90712586321617,38.676524930661216],[-95.90711433998018,38.676529337858774],[-95.90710861865404,38.67653377098345],[-95.90694713243303,38.67665764453544],[-95.90632504384654,38.67672801606522],[-95.90631924201428,38.67672799009484],[-95.90630771893242,38.67672801378456],[-95.9063019976828,38.6767324468574],[-95.90629047460423,38.676736853957806],[-95.90628467277529,38.67674129109622],[-95.90627895152785,38.67674572416712],[-95.90626742845369,38.6767501312644],[-95.90626162662697,38.676754568400845],[-95.90626162662697,38.67675895181201],[-95.90625582480081,38.676767852056614],[-95.90625010355612,38.676772285124464],[-95.9062501035561,38.676781131642606],[-95.90624430173106,38.6767855687763],[-95.90624430173106,38.676794415292704],[-95.90624430173106,38.67679879870128],[-95.90624430173106,38.67680764521589],[-95.9062500229752,38.676812138362735],[-95.90634180469843,38.67710007794245],[-95.90634180469843,38.677104461330046],[-95.90634760653286,38.67711333376866],[-95.9063533277868,38.67711774718837],[-95.9063533277868,38.67712221027266],[-95.9063590490413,38.67713108677501],[-95.90636485087738,38.67713549612569],[-95.90637629338909,38.67713993957438],[-95.90638209522685,38.67714434892335],[-95.90638781648406,38.67714437895434],[-95.90639933958123,38.67714881833262],[-95.9064051414212,38.677153227679554],[-95.9064108626806,38.677153257709215],[-95.90642238578218,38.67715323400263],[-95.90642818762436,38.677153259964264],[-95.90772982891136,38.67715426343189],[-95.90774135226494,38.677154239580915],[-95.907747154234,38.67715426546979],[-95.90775867759089,38.67715424161692],[-95.90840390850686,38.677008575213115],[-95.90841543198921,38.677008630988134],[-95.90842115343932,38.67700419782821],[-95.90843267692499,38.67699971082202],[-95.90843847896056,38.67699535328998],[-95.90844428099669,38.676990916059495],[-95.90845000244954,38.67698648289707],[-95.90845580448678,38.67698204566549],[-95.90846152594071,38.676973229116705],[-95.90846732797907,38.67696879188371],[-95.90846732797907,38.67696432879998],[-95.90847313001797,38.67695550817979],[-95.90856572096435,38.676596814098225],[-95.90856572096435,38.67659243068798],[-95.90856572096435,38.67658358416823],[-95.90856572096435,38.676579121058715],[-95.90856572096435,38.676570274537156]]]}"
2_02100000000000002241,1,0.08,"{""type"":""Polygon"",""coordinates"":[[[-95.9040980676634,38.675154189593556],[-95.904086625584,38.67514974572391],[-95.90408082396709,38.675149719618744],[-95.90407510292876,38.67514530591782],[-95.90406358027572,38.67514524964064],[-95.90405777866104,38.675140840003564],[-95.9040520576249,38.6751364263006],[-95.90404633658927,38.675132012596976],[-95.90404053497626,38.67512313972541],[-95.90403481394175,38.67511864631951],[-95.90402901232983,38.67511423667874],[-95.90402329129641,38.67510535973832],[-95.90402329129641,38.67510097620485],[-95.90402329129641,38.675092129436415],[-95.90401757026353,38.675087636027165],[-95.90401757026353,38.67507878925686],[-95.90402337187435,38.675074352130125],[-95.90402337187435,38.675065505358084],[-95.90402337187435,38.675061121821955],[-95.90410999321327,38.67486188331303],[-95.90402997926512,38.67437025831656],[-95.9033734337794,38.674369745246814],[-95.90336191126045,38.674369688881676],[-95.90335038874372,38.674365328630614],[-95.90334466777469,38.674365298414585],[-95.90333314526126,38.67436085845962],[-95.90332734371685,38.67436083230726],[-95.90332162275001,38.67435641850297],[-95.90331010024097,38.67435197854465],[-95.90330437927577,38.674347564738675],[-95.90329857773413,38.67434307529506],[-95.90329285677002,38.67433427789916],[-95.90328713580645,38.674329784389236],[-95.90328713580645,38.674325400800015],[-95.90328133426648,38.674316527763835],[-95.90328133426648,38.674312064472055],[-95.90328141484342,38.67430321352463],[-95.90328141484342,38.674294366640616],[-95.903281978882,38.6738692081351],[-95.903281978882,38.673860361192375],[-95.903281978882,38.67385597757166],[-95.903281978882,38.673847050924934],[-95.90328778042203,38.673842693461914],[-95.90328778042203,38.67383384651567],[-95.90329350138566,38.67382941341393],[-95.90329930292681,38.67382497624703],[-95.90330502389155,38.67381607981868],[-95.90331082543378,38.673811722352646],[-95.90332234794296,38.673807235703094],[-95.90355868073232,38.67368787521026],[-95.90355884188693,38.67351076816013],[-95.8978685795946,38.673506125469196],[-95.89770679584424,38.67388688982182],[-95.89770099484134,38.67389132670563],[-95.89769527440848,38.67390014317513],[-95.89769527440848,38.67390460652409],[-95.89768947340669,38.67390904340623],[-95.89767795197422,38.673917833405866],[-95.89767223154354,38.673922266226015],[-95.89766643054396,38.67392670310592],[-95.8976549091159,38.67392672581195],[-95.89764910811799,38.67393116269072],[-95.89763758669324,38.673931105692304],[-95.8976318662664,38.673935538509646],[-95.89762034484494,38.67393556121201],[-95.89761454385035,38.67393553474155],[-95.89760302243222,38.67393555744203],[-95.89759158158563,38.67393111273359],[-95.8968545378199,38.673788762787865],[-95.89684301654707,38.67378870570037],[-95.89683729619564,38.673784291467854],[-95.89682577492611,38.67377985071959],[-95.89681997400801,38.67377990390709],[-95.89681425365877,38.67377540996964],[-95.89680845274178,38.673770999794094],[-95.89680273239364,38.67376212219518],[-95.89679701204604,38.67375770795829],[-95.89679121113072,38.67375329778038],[-95.8967854907842,38.673748803839224],[-95.8967854907842,38.67373995681319],[-95.8967854907842,38.6737355731512],[-95.89677977043823,38.67372669554576],[-95.89677977043823,38.67372223217989],[-95.89678001214298,38.67356727725407],[-95.89641141352865,38.67351826110059],[-95.89641084955436,38.67393449855013],[-95.89687161831236,38.673934874069936],[-95.89688313959066,38.67393493115221],[-95.89689466087115,38.67393490853053],[-95.89690038122802,38.67393932274846],[-95.89691190251183,38.673939379827516],[-95.89691770343877,38.67394378998435],[-95.89692342379783,38.67394820420026],[-95.89693494508604,38.67395264492363],[-95.89694066544673,38.67395713884052],[-95.89694646637645,38.673961548994306],[-95.89695218673823,38.67396596320718],[-95.89695798766907,38.67397037335961],[-95.89695790710057,38.67397930411511],[-95.89696370803195,38.6739837142662],[-95.89696370803195,38.673992561257414],[-95.89705531448057,38.67434692483864],[-95.89706111542131,38.67435579827806],[-95.8970610348527,38.6743646492778],[-95.89706022916644,38.674935912731186],[-95.89706022916644,38.67494037601276],[-95.8970545087944,38.67494919231959],[-95.89705450879438,38.674953655600284],[-95.89704870785427,38.67496247596503],[-95.89704870785427,38.67496693924486],[-95.89704290691472,38.67497575960765],[-95.89703718654432,38.67498019233191],[-95.89703138560587,38.67498462911547],[-95.89702566523657,38.67498906183863],[-95.89701414393102,38.674993468065225],[-95.89700834299478,38.67499790484684],[-95.89688732914695,38.675046483499194],[-95.89695033366323,38.675290143329754],[-95.89715191633053,38.67529026691599],[-95.89715239974302,38.67493597056698],[-95.89715239974302,38.67492712370534],[-95.89715248031176,38.67491827278255],[-95.89715820069311,38.67491384004883],[-95.89715820069311,38.67490499318426],[-95.89716400164376,38.674900556389495],[-95.8971697220262,38.67489620335564],[-95.89716980259497,38.67488727272731],[-95.89718132393028,38.67488286647875],[-95.89736582673292,38.67474134403773],[-95.89737154713451,38.674736911282714],[-95.89737734810569,38.67473247446703],[-95.8973888694807,38.67472806818846],[-95.89739458988447,38.67472363543149],[-95.89740039085788,38.67472366190843],[-95.89741191223729,38.674719255626975],[-95.89742343361888,38.674719232937164],[-95.89742915402594,38.67471926347272],[-95.89993458337973,38.67472129863009],[-95.89994610524359,38.67472127566418],[-95.89995762710964,38.67472571597816],[-95.89996334775726,38.674725746375834],[-95.89997486962663,38.67472572340672],[-95.89998059027586,38.67473021708419],[-95.89998639149817,38.674734626997434],[-95.89999791337195,38.674739067305715],[-95.90000363402338,38.674743481279386],[-95.90000935467535,38.67474789525238],[-95.90001515590043,38.67475676844133],[-95.9000208765535,38.67476118241266],[-95.90020482403936,38.6750491939182],[-95.90021054471042,38.67505368755758],[-95.90021054471042,38.67505807111371],[-95.90021054471042,38.675066917926095],[-95.90021626538203,38.67507141156379],[-95.90021626538204,38.675080258374315],[-95.90021521793508,38.67586408602587],[-95.90169543978944,38.67586524154089],[-95.90457549439094,38.675659390967354],[-95.90457605844163,38.67521654848],[-95.9040980676634,38.675154189593556]]]}"
2_02100000000000002249,1,0.08,"{""type"":""Polygon"",""coordinates"":[[[-95.9102758988821,38.67221377738641],[-95.9102701772561,38.67220936383643],[-95.91026445563061,38.672204950285774],[-95.91025865341939,38.672200461100736],[-95.910252931795,38.672191584148564],[-95.9102471295849,38.672187174665396],[-95.91024721017115,38.67218278689835],[-95.91024721017115,38.67217393979942],[-95.9102414079616,38.672169450611],[-95.9102414079616,38.67216060351021],[-95.91024164972032,38.67200564728757],[-95.90976369462325,38.67194322592001],[-95.90975217088331,38.671943249924155],[-95.90974636872137,38.67194322410851],[-95.90974064714557,38.671938810506944],[-95.90972912341003,38.671934371088064],[-95.90972340183586,38.671929957484814],[-95.9097175996767,38.671925547950316],[-95.90971187810362,38.671921054641764],[-95.90970615653109,38.6719166410365],[-95.90970035437357,38.671912231499974],[-95.90969463280213,38.67190335447062],[-95.90968883064573,38.671898944932416],[-95.90962001066656,38.671726194419875],[-95.90860641589872,38.671663396583114],[-95.90845080828801,38.671782838906985],[-95.90844500625126,38.671787276455895],[-95.90843920421504,38.67179171400426],[-95.90843348276323,38.67179168404666],[-95.90842195927742,38.67179617134021],[-95.90841615724342,38.671800529182654],[-95.90840471434471,38.671800548968996],[-95.90839891231238,38.67180052307801],[-95.90838738883318,38.67180054693088],[-95.90801307841542,38.67180023528511],[-95.90801291724891,38.671875563906184],[-95.90801291724891,38.671879947635425],[-95.90801291724891,38.6718887947972],[-95.90801291724891,38.67189325822972],[-95.90800719583753,38.67190207540969],[-95.90800711525426,38.67190654290944],[-95.90800139384343,38.67191097636053],[-95.90799559184991,38.67191979760585],[-95.90798987044018,38.67192423105557],[-95.90798406844775,38.671928668572825],[-95.9079725450478,38.671933076107855],[-95.90771895022293,38.67206575296903],[-95.90754013709957,38.672331346080924],[-95.90753433515042,38.6723401672517],[-95.90752861378442,38.67234460065305],[-95.90752281183637,38.672349038121595],[-95.90751700988888,38.67235785928934],[-95.90751128852455,38.67236229268874],[-95.90750548657817,38.67236234645611],[-95.90749396326964,38.67236675391783],[-95.9074882419075,38.672371187315555],[-95.90747671860228,38.6723711313726],[-95.90708500811668,38.67243282797937],[-95.90708492753467,38.67251699897112],[-95.90727494024384,38.672517131608906],[-95.90728074216804,38.672517157556754],[-95.90729226543583,38.67251713381563],[-95.90729798677938,38.67251716383013],[-95.90730951005047,38.67252160348042],[-95.90731523139566,38.672521633493936],[-95.90732103332374,38.67252604312902],[-95.90733255659921,38.67253048277594],[-95.9073382779466,38.672534896476954],[-95.90734399929453,38.67253931017729],[-95.90734980122538,38.67254818320061],[-95.90735552257439,38.67255259689928],[-95.90735552257439,38.67255706028992],[-95.90736124392394,38.67256593737759],[-95.90736124392394,38.6725703210639],[-95.90736704585646,38.67257919408166],[-95.90736704585646,38.67258365747043],[-95.90736696527406,38.672592508611345],[-95.90736124392394,38.67259694198903],[-95.9071932298706,38.67337176619868],[-95.91052209048799,38.67344510561455],[-95.91052249342106,38.67309080880542],[-95.91052249342106,38.673081961832175],[-95.91052249342106,38.67307757819633],[-95.91052249342106,38.67306865151881],[-95.91052829565764,38.67306429364687],[-95.91052829565764,38.6730553669676],[-95.9106206479984,38.672913773591446],[-95.91062636965766,38.672909340072806],[-95.91063217190423,38.67290043913364],[-95.9106378935646,38.672896085316296],[-95.91064369581227,38.67289164772556],[-95.91065521972253,38.67288723996349],[-95.91066102197188,38.672882802371355],[-95.91067254588543,38.67287839460698],[-95.91067826754961,38.672878344732304],[-95.91068979146648,38.67287393696592],[-95.9106955131323,38.67287396679304],[-95.91070703705245,38.67287394267343],[-95.9108164741101,38.67287407417157],[-95.91088594015103,38.672617190216194],[-95.9102758988821,38.67221377738641]]]}"
2_021000000000000022f1,2,0.005,"{""type"":""Polygon"",""coordinates"":[[[-95.91004945184368,38.67837819783457],[-95.90996370841825,38.67790427035424],[-95.90972195129602,38.67772257723963],[-95.90946286932223,38.677669193472624],[-95.9093935660902,38.67781973389966],[-95.9093935660902,38.6778285802436],[-95.90938776396277,38.67783301747033],[-95.90938204242097,38.67783745062714],[-95.90937624029463,38.67784627117508],[-95.90937051875395,38.67785070433052],[-95.90936471662872,38.67785514155473],[-95.90935899508911,38.67785957470905],[-95.90935319296499,38.67785954891415],[-95.90934166930346,38.677863956272134],[-95.90933594776605,38.67786838942478],[-95.90932442410782,38.67786841345967],[-95.90931862198703,38.67786838766292],[-95.9093070983321,38.67786841169591],[-95.9092149897569,38.677868360754914],[-95.90921482858717,38.67793921927022],[-95.90921482858717,38.67794806559985],[-95.90921482858717,38.67795691192828],[-95.90920910706177,38.67796134506901],[-95.90920910706177,38.6779701913957],[-95.90920330495207,38.67797462860456],[-95.90919750284294,38.677979065812856],[-95.9091917813192,38.677987882265164],[-95.90918597921116,38.677992319472075],[-95.90883430803856,38.67826223653209],[-95.90874743816093,38.67866510317627],[-95.90874743816093,38.67867402910832],[-95.90874163609564,38.67867838655531],[-95.90874163609564,38.678687312485614],[-95.9087358340309,38.67869166993151],[-95.90873011255096,38.67870056596792],[-95.90872431048732,38.678705003108234],[-95.90871858900847,38.678709436179105],[-95.90870706546818,38.678713843425],[-95.90870126340677,38.67871828056336],[-95.9086955419301,38.67871825066947],[-95.90868401839421,38.67872265791249],[-95.90867821633502,38.67872263208653],[-95.90866669280244,38.67872703932751],[-95.90865516927208,38.67872706330037],[-95.90841905826035,38.67872687094893],[-95.90798656652775,38.6791295716094],[-95.90798076453565,38.67913400868637],[-95.90797504312731,38.67913844169443],[-95.90796351972908,38.6791428488396],[-95.90795771773921,38.679142822976914],[-95.90795199633305,38.67914725598332],[-95.90794047293923,38.679151663125594],[-95.90768687824921,38.67921794129458],[-95.90725447234902,38.67954532081489],[-95.90707517711068,38.680169613218666],[-95.90706937520626,38.68017405018655],[-95.90706937520626,38.68018289623594],[-95.90706365388439,38.68018732913507],[-95.90705785198108,38.68019176610129],[-95.90705205007832,38.68020058624334],[-95.90704632875808,38.68020501914053],[-95.90704052685643,38.68020945610482],[-95.9070348055373,38.6802138890009],[-95.9070232823187,38.68021829598991],[-95.90701748041926,38.68021827008307],[-95.90700595720399,38.680222677070034],[-95.90670635437955,38.68028003792381],[-95.90670603205349,38.68058560046147],[-95.907633290693,38.680652754596856],[-95.91013890235159,38.68058377381759],[-95.91004945184368,38.67837819783457]]]}"
2_02100000000000002302,2,0.005,"{""type"":""Polygon"",""coordinates"":[[[-95.9040980676634,38.675154189593556],[-95.904086625584,38.67514974572391],[-95.90408082396709,38.675149719618744],[-95.90407510292876,38.67514530591782],[-95.90406358027572,38.67514524964064],[-95.90405777866104,38.675140840003564],[-95.9040520576249,38.6751364263006],[-95.90404633658927,38.675132012596976],[-95.90404053497626,38.67512313972541],[-95.90403481394175,38.67511864631951],[-95.90402901232983,38.67511423667874],[-95.90402329129641,38.67510535973832],[-95.90402329129641,38.67510097620485],[-95.90402329129641,38.675092129436415],[-95.90401757026353,38.675087636027165],[-95.90401757026353,38.67507878925686],[-95.90402337187435,38.675074352130125],[-95.90402337187435,38.675065505358084],[-95.90402337187435,38.675061121821955],[-95.90410999321327,38.67486188331303],[-95.90402997926512,38.67437025831656],[-95.90355771380459,38.67436985396666],[-95.9035576332273,38.67444071266706],[-95.9035576332273,38.67444517594861],[-95.9035576332273,38.67445402280938],[-95.90355183166128,38.67445845995075],[-95.90355183166128,38.674467306809774],[-95.90354611067315,38.67447173988524],[-95.90354030910825,38.674480560602774],[-95.9035345881212,38.67448499367685],[-95.90352878655743,38.67448943081518],[-95.90352298499421,38.67449386795295],[-95.9035172640088,38.674498301025366],[-95.90350574146238,38.674502707955725],[-95.90349993990137,38.674507145091525],[-95.90348841735825,38.6745070887422],[-95.90348269637612,38.67451152181212],[-95.90347117383631,38.67451154516236],[-95.90346537227862,38.67451151901868],[-95.90328109253566,38.674511410167845],[-95.90328101195871,38.67458226873752],[-95.90327521041934,38.674591089429],[-95.90327521041934,38.67459555270177],[-95.90327521041934,38.6746043995451],[-95.90326948945744,38.67460883259858],[-95.90326940888052,38.67461768350478],[-95.90326368791918,38.67462211655716],[-95.90325788638147,38.674626473972324],[-95.90325216542121,38.67463537029377],[-95.90324064292545,38.67463977718907],[-95.90323484138996,38.67464421430326],[-95.90322912043189,38.674644184082936],[-95.90321759794053,38.674648590975366],[-95.90321179640725,38.67465302808787],[-95.9032002739192,38.6746530514103],[-95.90318875143336,38.67465299503024],[-95.90318303047967,38.67465304450871],[-95.90317150799711,38.67465298812675],[-95.90315998551677,38.67465301144478],[-95.90281447328294,38.674581891388335],[-95.90241127074506,38.674643513439236],[-95.90186891762768,38.67532959470849],[-95.90186891762768,38.675338441467034],[-95.90185739539628,38.67534284818009],[-95.90185159399391,38.675347285182234],[-95.9018458731671,38.67535171812029],[-95.90184007176582,38.67535607542082],[-95.90182854953994,38.675360561830416],[-95.90182282871532,38.67536053153871],[-95.90181130649275,38.67536493824576],[-95.90179978427236,38.67536496142423],[-95.9017939828755,38.675364935194494],[-95.90151181005311,38.67536473940771],[-95.90151124603109,38.67579427255954],[-95.90308359877965,38.67579554627929],[-95.90457549439094,38.675659390967354],[-95.90457605844163,38.67521654848],[-95.9040980676634,38.675154189593556]]]}"
2_02100000000000002307,2,0.005,"{""type"":""Polygon"",""coordinates"":[[[-95.91145496835354,38.673516662415466],[-95.91107483661112,38.67357396114708],[-95.91107443367434,38.673875094267565],[-95.91107443367434,38.673879477847116],[-95.91107443367434,38.67388840440821],[-95.91107443367434,38.67389278798687],[-95.91106863138525,38.67390168881749],[-95.91106863138525,38.6739060723953],[-95.91106290968402,38.67391050587479],[-95.91105710739603,38.67391932700121],[-95.9110513856959,38.67392376047932],[-95.911045583409,38.67392819802738],[-95.91103986170998,38.673932631504385],[-95.91102833772626,38.67393703925022],[-95.91102253544157,38.673937013519286],[-95.91101681374474,38.67394144699461],[-95.91100528976541,38.6739414711621],[-95.91069414315592,38.67400325415497],[-95.91051467651988,38.67481355100784],[-95.91051459593328,38.67481793859748],[-95.91051459593328,38.67482686503631],[-95.91050887428462,38.67483121873194],[-95.91050887428462,38.67483568195063],[-95.91013390601343,38.67533584843588],[-95.91012810381477,38.67534028585186],[-95.91012230161668,38.675349106753195],[-95.91011658000521,38.67535354009795],[-95.91011077780823,38.675357977511986],[-95.91010505619786,38.675362410855634],[-95.90986877833939,38.67548177847325],[-95.90986845599642,38.67572981944657],[-95.90986845599642,38.67573420290797],[-95.9098626538233,38.675743103446486],[-95.9098626538233,38.675751950066555],[-95.90985685165073,38.67575638744357],[-95.90985685165073,38.67576523406189],[-95.90985113006445,38.67576966736815],[-95.909845327893,38.67577410474351],[-95.9098396063078,38.67578292150696],[-95.90982808255336,38.67578732902773],[-95.9094995355993,38.67597750511715],[-95.90957907329229,38.67687216870123],[-95.90958479485278,38.67687219856023],[-95.91005130532132,38.67687254870208],[-95.91006282911842,38.67687252460065],[-95.91006863131076,38.67687255036349],[-95.91008015511117,38.67687252626017],[-95.91008587671918,38.67687693947559],[-95.91009740052286,38.67688137845153],[-95.91010320271857,38.6768814042124],[-95.91010892432875,38.676885817425784],[-95.91011464593949,38.67689023063851],[-95.91012044813685,38.67689910286055],[-95.91012616974868,38.67690359576945],[-95.91013197194714,38.67690800490994],[-95.91013769356006,38.67691688119822],[-95.91013769356006,38.676921264578674],[-95.91014341517354,38.67693014086468],[-95.91014341517354,38.676934603942016],[-95.91014341517354,38.67694345039797],[-95.91014309282909,38.677226871426114],[-95.91014301224298,38.677235721912446],[-95.91014301224298,38.67724018496892],[-95.91013729062955,38.67724900155759],[-95.91013729062955,38.677253464613194],[-95.91013148843058,38.67726228526982],[-95.91012576681825,38.677266718498096],[-95.91011996462038,38.67727115579572],[-95.91011416242307,38.67727997644931],[-95.91010844081238,38.67728440967566],[-95.91010263861618,38.67728884697133],[-95.91009691700658,38.67728881714348],[-95.91008539320299,38.677293224609855],[-95.910079591009,38.67729766190384],[-95.91006806720871,38.67729768601267],[-95.9100623456024,38.67729765618299],[-95.9100508218054,38.67729768028994],[-95.90968222263497,38.677297406840545],[-95.90967069891059,38.67729735120845],[-95.90966489675648,38.67729740512411],[-95.90965337303541,38.67729734949013],[-95.90964765146843,38.67729293628015],[-95.90963612775066,38.67729296034163],[-95.9096304061853,38.677288467432874],[-95.90962460403509,38.67728405829039],[-95.90961308032172,38.67727961929298],[-95.90960735875855,38.67727520607928],[-95.90960155661055,38.677270717236986],[-95.90960163719593,38.67726186675019],[-95.90959583504848,38.67725745760401],[-95.90959011348694,38.67725304438765],[-95.90959011348696,38.67724419796786],[-95.90951549148068,38.677013814667184],[-95.90930806535202,38.677066847773176],[-95.90930790418204,38.677226251164186],[-95.90930790418204,38.67723509758931],[-95.90930790418204,38.67723956065019],[-95.90930210206282,38.67724838127142],[-95.90930210206282,38.67725284433142],[-95.90929638052916,38.6772616608814],[-95.90929057841107,38.677266098137906],[-95.90928477629353,38.67727053539385],[-95.90927905476151,38.67727935194081],[-95.90927325264508,38.677283789195364],[-95.90926753111417,38.677288222380106],[-95.90926172899884,38.67728819657607],[-95.9092502053548,38.67729260395533],[-95.90924448382604,38.67729703713841],[-95.90923296018529,38.67729706115579],[-95.90922715807329,38.6772970353499],[-95.90921563443585,38.677297059365394],[-95.90903133712078,38.67729688149048],[-95.90903109536691,38.67749621676319],[-95.9091805800278,38.67772656429423],[-95.90921515092664,38.677726651632454],[-95.90921523151151,38.67765579695606],[-95.90921523151151,38.677646870889866],[-95.90921523151151,38.67764248755335],[-95.90922103362236,38.677633587289485],[-95.90922103362236,38.677629203952094],[-95.90922675514888,38.67762030775548],[-95.90923255726084,38.677615950220854],[-95.90923827878845,38.67761151705786],[-95.9092440809015,38.67760261678895],[-95.90924988301512,38.67759817955534],[-95.90925560454438,38.67759382608749],[-95.90926712818946,38.67759380206372],[-95.90945150681013,38.6775186616194],[-95.90946303049263,38.67751863757519],[-95.90946883262731,38.67751420032549],[-95.90948035631314,38.677514255976604],[-95.90948607786424,38.67751420613923],[-95.90949760155335,38.677514261788446],[-95.90950340369136,38.677514287577864],[-95.90951492738378,38.67751426352801],[-95.90952064893817,38.677514293385926],[-95.90953217263389,38.67751873237483],[-95.90953789418992,38.677523145574945],[-95.9095436963318,38.677523171362076],[-95.91010199392774,38.677811373458354],[-95.91010779612388,38.67781586222967],[-95.91011351773453,38.67782027537346],[-95.91011931993177,38.67782468444668],[-95.9101250415435,38.677829177285865],[-95.91013076315575,38.67783797374666],[-95.91013656535465,38.677842462514235],[-95.91013656535465,38.67784684583263],[-95.91014228696801,38.677855721986894],[-95.91014228696801,38.677860185001045],[-95.91014228696801,38.67786903133179],[-95.91023117351001,38.68051296808875],[-95.91255234323543,38.68058107853665],[-95.91265291879895,38.67358390518846],[-95.91145496835354,38.673516662415466]]]}"
