system:index,priority_ranking,watershed_threshold,.geo
1_02090000000000004aaf,1,0.08,"{""type"":""Polygon"",""coordinates"":[[[-90.3235027143943,41.11791959209942],[-90.32273633578852,41.117947696235774],[-90.32272449800412,41.117947191576214],[-90.32271854324121,41.11794690093939],[-90.3227066337181,41.117946396478175],[-90.3227006789579,41.11794610584041],[-90.32268912816058,41.11794114520002],[-90.32268317340305,41.11794085456132],[-90.32267757736666,41.11793618455801],[-90.32266602657617,41.117931223914404],[-90.32266050228627,41.117926553709296],[-90.32265490625312,41.11792188370369],[-90.3226493102208,41.11791713688399],[-90.3226440729092,41.11790801069724],[-90.32264443162914,41.11790363133051],[-90.32263919431821,41.11789450514135],[-90.32263955303812,41.117890048960135],[-90.32263431572784,41.11788099958201],[-90.32258316230946,41.117403437271705],[-90.32233148559492,41.117192362063015],[-90.32190612118944,41.11684035304858],[-90.32137078129446,41.11681649296667],[-90.32136518544574,41.1168118228055],[-90.32135334807606,41.1168113179934],[-90.32134739352176,41.11681102727909],[-90.32133584312382,41.11680606640138],[-90.32132988857218,41.11680585250107],[-90.32131833817941,41.11680089162114],[-90.32131274233818,41.11679614464114],[-90.32130714649774,41.11679147447543],[-90.32112822350877,41.116641413903125],[-90.32112298640072,41.116632287439295],[-90.32111739058742,41.11662761725066],[-90.32111179477491,41.11662287024617],[-90.32110655766907,41.11661382059378],[-90.32110691637493,41.11660936431581],[-90.32110167926973,41.1166002378458],[-90.32103912102627,41.11626434391939],[-90.32078752598122,41.11605326082459],[-90.32078193021587,41.116048590571374],[-90.32077669315417,41.11603946399546],[-90.32077705185701,41.11603508448909],[-90.32077181479596,41.116025957910765],[-90.32076621903288,41.1160212876545],[-90.32076693643836,41.11601237500659],[-90.3207672951411,41.11600799549814],[-90.3207680125466,41.11599915966417],[-90.32078149977242,41.11583097168808],[-90.32064304070704,41.1157715157398],[-90.32063744496237,41.115766768639716],[-90.32063149051699,41.115766554698816],[-90.32062029903175,41.11575713731236],[-90.3206147032903,41.11575246702631],[-90.32060910754969,41.115747796739605],[-90.32060351180986,41.115743049635846],[-90.32060422921238,41.115734213761336],[-90.32059863347324,41.115729543472604],[-90.32059935087565,41.115720707596005],[-90.32059411383838,41.11571158095852],[-90.32059447253954,41.115707124610786],[-90.32060587923816,41.115565520112014],[-90.31436712679977,41.11542978135592],[-90.3143611733086,41.115429490271254],[-90.31434933805777,41.11542898472287],[-90.31433778972556,41.11542402301596],[-90.31433183623884,41.11542373192974],[-90.31432028791178,41.1154187702206],[-90.31431469307134,41.11541409959734],[-90.31323547766011,41.114806407005105],[-90.31249196534561,41.114773235842115],[-90.31248601213986,41.11477294465649],[-90.31247417745642,41.11477243890825],[-90.31246858288003,41.114767768140716],[-90.31245667647656,41.11476718576667],[-90.31245108190268,41.11476251499783],[-90.31244548732961,41.11475784422835],[-90.3124339395595,41.11475288226976],[-90.31242834498887,41.11474821149863],[-90.31227736360948,41.11462156250839],[-90.31183726159375,41.1146019323357],[-90.31182535538247,41.114601349894265],[-90.3118197608989,41.11459667908069],[-90.31180785469296,41.11459617345538],[-90.31180190159134,41.11459588223326],[-90.31179035401126,41.11459092019534],[-90.31143862065939,41.114437540329604],[-90.30945186000322,41.11427786760921],[-90.30944590726025,41.114277653081494],[-90.30943400177705,41.114277070388255],[-90.3094284076356,41.11427239943046],[-90.309142677167,41.11418858637543],[-90.30913672447112,41.11418829501273],[-90.3091311303722,41.11418362403299],[-90.30911965529997,41.11417866149726],[-90.30911406120349,41.11417399051588],[-90.3091084671078,41.11416931953382],[-90.30910287301292,41.11416457173254],[-90.30909727891883,41.114159900749165],[-90.30894566493009,41.11396664583244],[-90.30720207459989,41.11382664026424],[-90.30730677962322,41.11467520636039],[-90.30730642104389,41.114679585933764],[-90.30730606246458,41.1146840423247],[-90.30714520411227,41.11667993284062],[-90.30772216012252,41.116705668512125],[-90.30773930040023,41.11649322863723],[-90.30774001756683,41.11648439295364],[-90.30774030443347,41.11648001370989],[-90.30774697408349,41.11647139263128],[-90.30774733266685,41.11646701319566],[-90.30775400231806,41.11645839211468],[-90.30776031338692,41.116454227284464],[-90.3077666244568,41.1164500624536],[-90.30777293552771,41.11644589762209],[-90.30777924659962,41.11644173278994],[-90.30778555767256,41.11643756795711],[-90.30779186874652,41.116433403123644],[-90.30780413231359,41.116429529709315],[-90.3078100130898,41.11642982131968],[-90.30782227666258,41.11642587108764],[-90.30782822915835,41.116426162506194],[-90.30784013415261,41.11642666852685],[-90.30822080901287,41.116443706267894],[-90.30823271412666,41.116444212247636],[-90.30823866668493,41.11644450364479],[-90.30825021321618,41.11644946587693],[-90.30825616577711,41.11644968045766],[-90.30826764059591,41.11645464287874],[-90.30827359315948,41.11645493427402],[-90.30827918713571,41.11645960510705],[-90.3086315375339,41.116679663035335],[-90.30908386744011,41.11677086362338],[-90.30908982012797,41.11677115497456],[-90.30910136691058,41.11677611709184],[-90.3091073196011,41.116776408442085],[-90.3091187946697,41.11678129393379],[-90.30912438876686,41.11678604151328],[-90.30912998286483,41.11679071227707],[-90.30913557696358,41.11679538304021],[-90.30914081246699,41.11680451003145],[-90.30914640656732,41.1168091807929],[-90.30914604797111,41.11681363702097],[-90.30915128347593,41.11682276400877],[-90.30915092487969,41.11682714342081],[-90.30920994986552,41.11713186341638],[-90.30951332392029,41.117145339409426],[-90.30952522942765,41.11714592206276],[-90.3095311821827,41.117146136574426],[-90.30954272909565,41.117151098613924],[-90.30954861013338,41.11715139013115],[-90.3095601570515,41.11715635216843],[-90.30956575121179,41.11716102288007],[-90.3095713453729,41.11716569359105],[-90.30958289229771,41.11717065562477],[-90.30958848646128,41.11717532633412],[-90.30959408062564,41.117180073857284],[-90.30959372202534,41.11718445324287],[-90.3095989575901,41.117193580149895],[-90.30960455175595,41.117198250856546],[-90.30960383455516,41.117207163253504],[-90.30960311735437,41.11721599883462],[-90.30960275875398,41.117220378217425],[-90.30957959317598,41.11750803273322],[-90.30957923457582,41.117512488907344],[-90.30957851737548,41.11752132444051],[-90.30957815877532,41.11752578061358],[-90.30957148881294,41.11753432482302],[-90.30956517745173,41.11753848967308],[-90.30956481885168,41.117542945844754],[-90.30955850749154,41.11754711069383],[-90.30955190925248,41.117555654706926],[-90.30954559789443,41.117559819554366],[-90.3095392865374,41.11756398440113],[-90.30952738102575,41.11756347856784],[-90.30952106967165,41.11756764341335],[-90.30950880556604,41.117571516933495],[-90.3095028528144,41.117571302422434],[-90.30833742191024,41.11773687674059],[-90.30832551676455,41.11773637078422],[-90.3083136833402,41.11773586463543],[-90.30792705506394,41.11771861303],[-90.30792110255312,41.1177183216237],[-90.30790919753422,41.11771781562395],[-90.30789765110366,41.11771285346981],[-90.30789169859732,41.11771256206196],[-90.30788015217195,41.11770759990559],[-90.3078745582528,41.11770292915672],[-90.30786896433446,41.11769825840719],[-90.30786337041691,41.11769358765699],[-90.30785777650017,41.11768884009232],[-90.30785218258423,41.117684169340784],[-90.30784694725337,41.11767504243261],[-90.30769483609704,41.11741512458913],[-90.30719354043569,41.11733941255154],[-90.30716320472425,41.11882598352393],[-90.31187907681029,41.118752065955405],[-90.31188502992366,41.118752357150576],[-90.31677979988486,41.11882838603847],[-90.31679163587103,41.118828891303124],[-90.31680354359406,41.118829396370046],[-90.31680913879049,41.118834066587354],[-90.31682104651887,41.11883464846461],[-90.31682664171778,41.11883931868062],[-90.3168322369175,41.118843988895975],[-90.3168441446529,41.118844570770726],[-90.31684973985513,41.11884924098477],[-90.31685497639127,41.118858367286805],[-90.31686057159504,41.11886303749918],[-90.31686616679963,41.1188677077109],[-90.31687140333796,41.11887683400917],[-90.31687104467093,41.118881290096034],[-90.316876639877,41.11888596030572],[-90.31687592254285,41.118894795665575],[-90.3168752052087,41.11890363102404],[-90.31679593986689,41.12226228078851],[-90.31679522253421,41.122271115619284],[-90.31679486386788,41.12227557143792],[-90.31679414653523,41.12228440626661],[-90.31678783400841,41.122288571163374],[-90.31678711667588,41.12229740599],[-90.3167808041502,41.12230157088542],[-90.31677449162555,41.1223057357802],[-90.31676825083512,41.12230990047784],[-90.31676157964644,41.12231852118646],[-90.31675526712489,41.12232268607893],[-90.31674931327026,41.12232239515631],[-90.31674300075068,41.12232656004783],[-90.31639359003377,41.12243980888012],[-90.31628563272416,41.12281691951266],[-90.31730876436322,41.12286250507409],[-90.31778379117635,41.12274599055495],[-90.31779010386386,41.12274182563722],[-90.3178020118908,41.122742407369444],[-90.31780796590563,41.12274262142821],[-90.3189680117904,41.12271876667672],[-90.32339272860008,41.122778062226025],[-90.3235027143943,41.11791959209942]]]}"
1_02090000000000000014,3,0.2,"{""type"":""Polygon"",""coordinates"":[[[-90.32350192519311,41.11555230882513],[-90.31677018763203,41.11546132549373],[-90.31676423377515,41.11546103453399],[-90.31675232606405,41.115460529430365],[-90.31674637220988,41.11546023846969],[-90.31673482317001,41.11545527700759],[-90.3167288693185,41.11545506286278],[-90.31671732028379,41.115450101398444],[-90.3167117251005,41.115445430895385],[-90.31670612991802,41.11544068357482],[-90.31669458089003,41.11543572210693],[-90.31668934437536,41.115426672059634],[-90.31668970304072,41.11542221570054],[-90.31668446652671,41.11541308883399],[-90.31667894308117,41.11540841812981],[-90.31667958867867,41.115399582421745],[-90.31667994734394,41.115395126060534],[-90.31659264831262,41.114032156177686],[-90.31659336564157,41.114023320058266],[-90.31678525161136,41.110452069272945],[-90.31678561027762,41.1104476893445],[-90.31679228147038,41.11043906682566],[-90.31679264013668,41.110434686896184],[-90.31679335746932,41.11042577338892],[-90.31679966999702,41.11042168444445],[-90.3168062694589,41.11041306211733],[-90.31681258198869,41.11040889634758],[-90.3168188945195,41.11040473057716],[-90.31682520705132,41.1104005648061],[-90.31683151958417,41.110396399034386],[-90.31683783211803,41.11039223326202],[-90.31685009852197,41.110388358472605],[-90.31685598065856,41.11038864965243],[-90.3168682470682,41.110384698037144],[-90.31687420094092,41.110384989019515],[-90.3168861086891,41.11038549415963],[-90.3168980164409,41.1103860761222],[-90.31803457781822,41.11050333892967],[-90.3180398862485,41.110436948757965],[-90.31804060360399,41.110428112067574],[-90.31804096228173,41.11042365531005],[-90.31804167963725,41.11041481861758],[-90.31804799236637,41.11041065278028],[-90.31805466377439,41.11040203018305],[-90.31805502245227,41.1103976502471],[-90.31806126344796,41.110393484605105],[-90.31806757618024,41.11038931876517],[-90.31807984296972,41.11038544384436],[-90.31808615570502,41.11038127800281],[-90.31809246844131,41.11037711216063],[-90.3181047352386,41.11037316041262],[-90.3181106892995,41.11037345133087],[-90.31812288436682,41.1103695766017],[-90.31812883843048,41.110369867519026],[-90.31814074656052,41.110370372529005],[-90.31814670062688,41.110370586621684],[-90.31913458604109,41.11048125658642],[-90.3192078301544,41.11038679186756],[-90.31921450176017,41.11037824602357],[-90.31922081467852,41.11037408011935],[-90.31922705586015,41.110369914412495],[-90.3192333687805,41.11036574850698],[-90.31923968170189,41.11036158260081],[-90.3192459946243,41.110357416693994],[-90.31925826178323,41.11035354164529],[-90.31926421601966,41.11035375568001],[-90.3192764114465,41.11034988082715],[-90.3192823656857,41.1103501716847],[-90.31929427416678,41.110350676575095],[-90.31930022840868,41.11035096743169],[-90.32267922747987,41.11063905002721],[-90.32285937721406,41.11040277597579],[-90.32286561897598,41.110398610074],[-90.3228719324833,41.11039444397128],[-90.32287860471375,41.11038589791728],[-90.32288491822317,41.11038173181292],[-90.32289718652278,41.110377856377575],[-90.32290350003521,41.11037369027161],[-90.32290945482627,41.11037390411697],[-90.3229216513891,41.1103700288788],[-90.32292760618292,41.11037031954694],[-90.32293951577326,41.11037082405859],[-90.32295142536724,41.11037132856899],[-90.32351641779931,41.11039648415622],[-90.3234853519718,41.109817778665736],[-90.32127823466826,41.10965291940503],[-90.31868027473578,41.1098214386933],[-90.31866843817825,41.109820933536355],[-90.31866248403247,41.10982064264402],[-90.31865057574365,41.10982013768288],[-90.31864498028389,41.10981546680682],[-90.3186330720004,41.10981488501935],[-90.31862747654314,41.10981021414199],[-90.31861556826497,41.10980970917711],[-90.31860997281022,41.109804961473984],[-90.31860437735627,41.109800290594656],[-90.3185987819031,41.10979561971468],[-90.31859354513358,41.10978649202463],[-90.31858802141852,41.109781820945365],[-90.31858242596772,41.10977715006306],[-90.31857718920035,41.10976802236926],[-90.31857754788304,41.109763565558104],[-90.31844670066226,41.1092381363063],[-90.31813744671689,41.10922431376991],[-90.31812553858786,41.10922380874848],[-90.31811958452471,41.10922351782467],[-90.31810803507948,41.10921855594853],[-90.31809619869505,41.10921805072668],[-90.31809060331457,41.109213379773394],[-90.31808500793488,41.10920870881944],[-90.31807345849987,41.10920374693849],[-90.31806786312264,41.10919899915759],[-90.3180622677462,41.109194328201326],[-90.31805703104848,41.10918520038907],[-90.3180514356736,41.10918052943113],[-90.31796764861724,41.10903463783579],[-90.31796836597141,41.10902580092636],[-90.31796277060921,41.109021129950825],[-90.31796312928624,41.109016673082465],[-90.31796384664034,41.10900783617024],[-90.3179642053174,41.10900345612641],[-90.31798378908931,41.10876001833003],[-90.31784533992302,41.108700551484695],[-90.31783938590252,41.10870033736943],[-90.31782783653999,41.10869537541864],[-90.31782224119789,41.10869062758274],[-90.31781700453229,41.1086814996778],[-90.31781140919173,41.108676828666226],[-90.31780581385198,41.10867215765399],[-90.31780653120319,41.108663320688756],[-90.31780093586411,41.108658649675164],[-90.31780165321523,41.108649735881784],[-90.31779605787688,41.10864506486683],[-90.3177967752279,41.10863622789741],[-90.31783099288718,41.10821136088589],[-90.3099285127005,41.10813892523296],[-90.30985442531396,41.1083176689263],[-90.30997577665353,41.10836751146371],[-90.30998137087329,41.10837218288532],[-90.3099929179192,41.1083771456569],[-90.30999851214142,41.10838189390333],[-90.31000410636443,41.108386565322625],[-90.31000970058827,41.108391236741255],[-90.31001529481289,41.108395908159224],[-90.31001493620872,41.108400365053896],[-90.31002017182988,41.10840949336483],[-90.31001981322567,41.10841387343203],[-90.31009770213757,41.10870606520802],[-90.31009698492772,41.108714902122514],[-90.3100962677179,41.10872373903563],[-90.31007919812787,41.10893620827832],[-90.31007848091838,41.1089450451567],[-90.31007812231363,41.108949502008215],[-90.31007145226594,41.108958047541456],[-90.31007109366128,41.10896250439193],[-90.31006442361479,41.1089710499228],[-90.310058112174,41.10897521542857],[-90.31005144212975,41.108983837782425],[-90.31004513069105,41.10898800328654],[-90.31003889097427,41.10899216859776],[-90.31003257953762,41.108996334100574],[-90.31002031527156,41.109000208257264],[-90.30982430269937,41.10906250127648],[-90.30981239710094,41.109061995390476],[-90.30980608570084,41.10906616087578],[-90.30979418010797,41.10906557816238],[-90.30978227451872,41.109065072273275],[-90.30977632172545,41.109064780915496],[-90.30976448786201,41.10906427483244],[-90.30919331097834,41.10896777375975],[-90.30918735827476,41.108967482370865],[-90.30917581146673,41.10896251957028],[-90.30917021736222,41.10895784815822],[-90.30915831196295,41.10895726537765],[-90.30915271786094,41.10895259396429],[-90.30914712375971,41.10894792255028],[-90.30914188825545,41.10893879428626],[-90.3091362941558,41.108934122870565],[-90.30913070005693,41.108929451454216],[-90.30912546455487,41.10892032318646],[-90.30911987045755,41.10891565176843],[-90.30912058764947,41.10890673806517],[-90.30900031474853,41.10817744059459],[-90.30726468243287,41.1081621665606],[-90.30734873342702,41.11059983455658],[-90.30734837484731,41.110604214446234],[-90.30717044800073,41.11281254988073],[-90.30729537680229,41.1148168118855],[-90.30729465964384,41.11482564782757],[-90.3071341599162,41.11681715391519],[-90.30725643511809,41.12011370910889],[-90.30725607653923,41.12011816507065],[-90.30712698836199,41.122830544658676],[-90.31377006070285,41.12277146654917],[-90.3173150769741,41.12285834019094],[-90.3189561034086,41.12271826187223],[-90.3189680117904,41.12271876667672],[-90.32339308732689,41.12277360642828],[-90.32350192519311,41.11555230882513]],[[-90.30950902072576,41.11719842974469],[-90.30950342657357,41.11719375903336],[-90.30950414377251,41.11718492344935],[-90.30949854962103,41.11718025273667],[-90.30949295547032,41.11717550520882],[-90.30948771991976,41.117166455108475],[-90.30948212577061,41.11716170757894],[-90.30947653162227,41.11715703686324],[-90.30947093747473,41.11715236614689],[-90.30946534332799,41.11714769542987],[-90.30945350955865,41.11714711257844],[-90.30944791541441,41.117142441860125],[-90.30943600993058,41.11714193601327],[-90.30943005719004,41.1171416446821],[-90.30941851031035,41.117136682630395],[-90.30929357472459,41.11713110210111],[-90.30915200066842,41.116813928368686],[-90.30914640656732,41.1168091807929],[-90.30914117106315,41.11680005380268],[-90.30913557696358,41.11679538304021],[-90.30912998286483,41.11679071227707],[-90.30912438876686,41.11678604151328],[-90.3091187946697,41.11678129393379],[-90.30911320057334,41.11677662316867],[-90.30910172550637,41.116771660860934],[-90.30909577281672,41.11677144632543],[-90.30908422603575,41.11676648420717],[-90.3087501597746,41.11668940920153],[-90.30868209896492,41.11657083451949],[-90.30868245755686,41.11656645508892],[-90.30867686352292,41.11656178428454],[-90.30867126948979,41.11655703666416],[-90.30866603404925,41.11654790961113],[-90.30865420052184,41.11654740348597],[-90.30864860649194,41.11654273267862],[-90.30864301246285,41.11653806187061],[-90.3086314658156,41.11653309968597],[-90.30862551319753,41.11653280830968],[-90.30861360796412,41.11653230237156],[-90.3078520391505,41.116427251361785],[-90.30784049273684,41.116422289087495],[-90.30783454023918,41.116421997669555],[-90.30782227666258,41.11642587108764],[-90.30781632416772,41.116425656484296],[-90.30780413231359,41.116429529709315],[-90.30779817982149,41.116429238289534],[-90.30778591625628,41.116433188518755],[-90.30777960518328,41.11643735335192],[-90.3077732941113,41.116441518184416],[-90.30776698304035,41.116445683016266],[-90.30776067197041,41.11644977103199],[-90.30775400231806,41.11645839211468],[-90.30774769125021,41.11646255694423],[-90.30774697408349,41.11647139263128],[-90.30774066301677,41.1164755574595],[-90.30774001756683,41.11648439295364],[-90.30773930040023,41.11649322863723],[-90.30765904954134,41.117489038170575],[-90.30765833237623,41.11749787369643],[-90.30765797379368,41.11750225305182],[-90.30766320909923,41.11751137999673],[-90.30766285051664,41.117515836165104],[-90.3076684444055,41.117520506939904],[-90.30775177910085,41.11767084051646],[-90.30775142051746,41.11767521985868],[-90.30775701441898,41.117679890615904],[-90.30776260832131,41.11768463818626],[-90.30776820222444,41.11768930894215],[-90.30777974861675,41.11769427111144],[-90.30778534252234,41.117698941865676],[-90.3077909364287,41.11770361261926],[-90.30780248282774,41.117708574784984],[-90.30780843532048,41.11770886619748],[-90.30782034030872,41.117709372207784],[-90.30782629280421,41.11770966361935],[-90.30783783921368,41.11771462578097],[-90.30784415029608,41.11771046103843],[-90.3092949373953,41.117633079344586],[-90.30930684283616,41.11763358520134],[-90.30931315415567,41.117629420372396],[-90.30931910687843,41.11762971170695],[-90.30933137092455,41.11762576139709],[-90.30933761052843,41.11762167357195],[-90.30934392185291,41.117617508740466],[-90.30935023317844,41.11761334390832],[-90.30935654450495,41.11760917907552],[-90.30936285583249,41.117605014242066],[-90.30936916716104,41.117600849407964],[-90.30937583708894,41.117592228406316],[-90.30937619568724,41.117587849052995],[-90.3093828656163,41.11757922804897],[-90.30950651052915,41.11722946949702],[-90.30950722772816,41.11722055710414],[-90.30950758632767,41.11721617772161],[-90.3095083035267,41.11720734214107],[-90.30950902072576,41.11719842974469]]]}"
1_020a000000000000166a,1,0.08,"{""type"":""Polygon"",""coordinates"":[[[-90.32004186143082,41.109664490731234],[-90.31859167998296,41.10988414102895],[-90.31857941303299,41.1098880160384],[-90.31856757650597,41.10988751087169],[-90.31856162237554,41.109887219974475],[-90.31854971411742,41.10988671500351],[-90.31854375998971,41.10988642410537],[-90.31853221041928,41.10988146233081],[-90.31852625629423,41.109881248256116],[-90.31852066085226,41.10987650055464],[-90.31850911128865,41.109871538776865],[-90.31850358758552,41.10986686770058],[-90.31849799214677,41.10986219682119],[-90.31849239670882,41.10985752594114],[-90.31848680127169,41.10985277823599],[-90.31848120583535,41.109848107354615],[-90.31847596908155,41.109838979667636],[-90.31847632776329,41.109834599686806],[-90.3184770451268,41.10982568607521],[-90.31847144969184,41.10982101519109],[-90.31843479243912,41.109237554491855],[-90.31813744671689,41.10922431376991],[-90.31812553858786,41.10922380874848],[-90.31811958452471,41.10922351782467],[-90.31810803507948,41.10921855594853],[-90.31810208101899,41.10921834184905],[-90.31809060331457,41.109213379773394],[-90.31808500793488,41.10920870881944],[-90.3180790538779,41.109208417893434],[-90.31807345849987,41.10920374693849],[-90.31806822180063,41.10919461912829],[-90.31806262642417,41.109189948171675],[-90.31805703104848,41.10918520038907],[-90.3180514356736,41.10918052943113],[-90.31805215302931,41.10917169254405],[-90.31804655765512,41.10916702158474],[-90.31799297122751,41.10894253114838],[-90.3168886910928,41.1090177013259],[-90.31677592629015,41.109381317159475],[-90.3168833828187,41.110345399641695],[-90.31710044877603,41.11046610927809],[-90.31822453398756,41.11051618371383],[-90.31823020112307,41.11044541361648],[-90.31823091848206,41.110436576926325],[-90.31823127716157,41.11043212016893],[-90.31823794860084,41.11042357438805],[-90.3182383072804,41.1104191176296],[-90.31824497872086,41.11041049502269],[-90.31825121974686,41.11040640619501],[-90.31825753250978,41.11040224034563],[-90.3182638452737,41.110398074495585],[-90.31827051671853,41.11038945188401],[-90.31827647080466,41.11038974279356],[-90.31828873765966,41.110385867850496],[-90.31829505042863,41.11038170199754],[-90.31830100451849,41.110381916082154],[-90.31831319964512,41.11037804133338],[-90.31832510783126,41.110378546324135],[-90.31833106192569,41.11037883723091],[-90.31834297011727,41.11037934221982],[-90.31918846098279,41.11047918732369],[-90.3191934108813,41.11041725383661],[-90.31919412825793,41.11040841713656],[-90.31919448694627,41.110403960374185],[-90.31920115854976,41.110395414533556],[-90.31920151723817,41.110390957770136],[-90.31920818884285,41.11038233510344],[-90.31921450176017,41.11037824602357],[-90.31922081467852,41.11037408011935],[-90.31922705586015,41.110369914412495],[-90.3192333687805,41.11036574850698],[-90.31923968170189,41.11036158260081],[-90.3192459946243,41.110357416693994],[-90.31925826178323,41.11035354164529],[-90.31926421601966,41.11035375568001],[-90.3192764114465,41.11034988082715],[-90.3192823656857,41.1103501716847],[-90.31929427416678,41.110350676575095],[-90.31930022840868,41.11035096743169],[-90.32175768595525,41.110593602878346],[-90.32170746633213,41.110253798032936],[-90.32170782504349,41.110249418075064],[-90.32170854246623,41.110240504510536],[-90.32170918814671,41.11023166796804],[-90.3217155014675,41.11022750191642],[-90.32171621889037,41.11021866517229],[-90.32171657760182,41.11021428521166],[-90.32172289092381,41.11021011915835],[-90.32172956295837,41.11020149631882],[-90.32173587628245,41.110197330263865],[-90.32174218960753,41.11019316420826],[-90.32191272151259,41.11007637811149],[-90.32194436003358,41.10968256516687],[-90.32004186143082,41.109664490731234]]]}"
1_020a000000000000166b,1,0.08,"{""type"":""Polygon"",""coordinates"":[[[-90.30706775137443,41.1081623054479],[-90.29754223490596,41.10815870075524],[-90.29743253719819,41.11180913765697],[-90.3001148420114,41.1119290410898],[-90.30281461250466,41.1118319687703],[-90.3028205642379,41.111832260474046],[-90.30579962804788,41.11189863173735],[-90.30585169179358,41.11125249674336],[-90.30585205035958,41.111248116908286],[-90.30585276749154,41.111239280414516],[-90.30585907825348,41.11123511530519],[-90.30585979538559,41.111226201986746],[-90.30586610614867,41.11122203687607],[-90.30587277547893,41.11121349192693],[-90.3058790862441,41.11120932681464],[-90.30588539701029,41.111205161701676],[-90.3058917077775,41.11120099658807],[-90.30589794683245,41.1111968316635],[-90.30590425760168,41.11119266654858],[-90.30591652057663,41.11118879297969],[-90.30592247278224,41.11118908452603],[-90.30614715127815,41.11114132086868],[-90.30615432265263,41.111052802038806],[-90.30616099203208,41.11104425704751],[-90.30616135060089,41.111039800372524],[-90.30616206773854,41.111030963844385],[-90.30616837855041,41.11102679870284],[-90.3061690239744,41.11101796236247],[-90.30617533478741,41.11101379721959],[-90.30618164560143,41.111009632076055],[-90.30618831498553,41.11100108707667],[-90.30619462580165,41.1109969219315],[-90.30620688886768,41.11099297149542],[-90.3062128411175,41.110993263027794],[-90.30621915193757,41.110989097880704],[-90.3062314150113,41.11098522426441],[-90.30623736726484,41.11098551579555],[-90.30624920006073,41.11098602222385],[-90.30626110457416,41.11098652846103],[-90.30702830790949,41.11102075472161],[-90.3070342602844,41.11102104621119],[-90.30704616503688,41.111021552366566],[-90.30705211741449,41.11102184385523],[-90.30706366359532,41.11102680668767],[-90.30706925739842,41.11103147803111],[-90.30707520977954,41.11103176951851],[-90.30708675596719,41.111036732347756],[-90.30709234977363,41.111041403689235],[-90.30710353738885,41.11105082319304],[-90.30706775137443,41.1081623054479]]]}"
